Molecular/Biological/Cellular Ontology Terms: 

GO:0043065      positive regulation of apoptotic process                                                                                 ['Cck', 'Camk1d']                       
GO:0050806      positive regulation of synaptic transmission                                                                             ['Calb1']                               
GO:0007614      short-term memory                                                                                                        ['Calb1']                               
R-MMU-72203     Processing of Capped Intron-Containing Pre-mRNA                                                                          ['Polr2l']                              
GO:1903817      negative regulation of voltage-gated potassium channel activity                                                          ['Kcnab1']                              
R-MMU-1474244   Extracellular matrix organization                                                                                        ['Lamb1', 'Pdgfa']                      
GO:0060996      dendritic spine development                                                                                              ['Arid1b']                              
GO:2000394      positive regulation of lamellipodium morphogenesis                                                                       ['Enpp2']                               
GO:0005606      laminin-1 complex                                                                                                        ['Lamb1']                               
R-MMU-9668328   Sealing of the nuclear envelope (NE) by ESCRT-III                                                                        ['Tuba4a']                              
GO:0035739      CD4-positive, alpha-beta T cell proliferation                                                                            ['Car11']                               
R-MMU-4839726   Chromatin organization                                                                                                   ['Arid1b']                              
GO:0031954      positive regulation of protein autophosphorylation                                                                       ['Pdgfa']                               
GO:0035162      embryonic hemopoiesis                                                                                                    ['Kitl']                                
GO:0044289      mitochondrial inner-outer membrane contact site                                                                          ['Ckmt1']                               
GO:0016616      oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor                                    ['Kcnab1']                              
GO:0070372      regulation of ERK1 and ERK2 cascade                                                                                      ['Rasgrp1']                             
GO:0098686      hippocampal mossy fiber to CA3 synapse                                                                                   ['Calb1']                               
GO:0006139      nucleobase-containing compound metabolic process                                                                         ['Ak5']                                 
R-MMU-373755    Semaphorin interactions                                                                                                  ['Rnd1']                                
R-MMU-110373    Resolution of AP sites via the multiple-nucleotide patch replacement pathway                                             ['Pole4']                               
GO:0044305      calyx of Held                                                                                                            ['Calb1']                               
GO:0000287      magnesium ion binding                                                                                                    ['Pls3']                                
GO:0008270      zinc ion binding                                                                                                         ['Rasgrp1', 'Calb1', 'Hhip', 'Vat1l', 'Polr2l', 'Enpp2', 'Car11']
GO:0017124      SH3 domain binding                                                                                                       ['Pls3']                                
GO:0043257      laminin-8 complex                                                                                                        ['Lamb1']                               
GO:0006360      transcription by RNA polymerase I                                                                                        ['Polr2l']                              
GO:0007275      multicellular organism development                                                                                       ['Ebf2', 'Islr2', 'Cdh7', 'Pdgfa']      
GO:0031295      T cell costimulation                                                                                                     ['Car11']                               
GO:0000103      sulfate assimilation                                                                                                     ['Papss1']                              
GO:0005911      cell-cell junction                                                                                                       ['Ptprk']                               
GO:0050873      brown fat cell differentiation                                                                                           ['Ebf2']                                
R-MMU-2565942   Regulation of PLK1 Activity at G2/M Transition                                                                           ['Tuba4a']                              
R-MMU-8939243   RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known                                       ['Arid1b']                              
GO:0047372      acylglycerol lipase activity                                                                                             ['Mgll']                                
GO:0032825      positive regulation of natural killer cell differentiation                                                               ['Rasgrp1']                             
GO:0030149      sphingolipid catabolic process                                                                                           ['Enpp2']                               
GO:0005794      Golgi apparatus                                                                                                          ['Rasgrp1', 'Fam241a', 'Itm2a', 'Hs3st2']
GO:0072201      negative regulation of mesenchymal cell proliferation                                                                    ['Lmna']                                
R-MMU-2467813   Separation of Sister Chromatids                                                                                          ['Tuba4a']                              
GO:0006915      apoptotic process                                                                                                        ['Kitl', 'Pls3']                        
GO:0008157      protein phosphatase 1 binding                                                                                            ['Lmna']                                
GO:1904315      transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential              ['Gabrb2', 'Gabra4', 'Gabra5']          
GO:0070887      cellular response to chemical stimulus                                                                                   ['Cpne9']                               
R-MMU-72163     mRNA Splicing - Major Pathway                                                                                            ['Polr2l']                              
GO:0009986      cell surface                                                                                                             ['Hhip', 'Dscaml1', 'Islr2', 'Ptprk', 'Vldlr', 'Pdgfa']
GO:0022607      cellular component assembly                                                                                              ['Lamb1']                               
R-MMU-400042    Adrenaline,noradrenaline inhibits insulin secretion                                                                      ['Gng13']                               
GO:0006954      inflammatory response                                                                                                    ['Camk1d']                              
R-MMU-3858494   Beta-catenin independent WNT signaling                                                                                   ['Gng13']                               
GO:0043406      positive regulation of MAP kinase activity                                                                               ['Rasgrp1', 'Tpd52l1', 'Kitl', 'Pdgfa'] 
R-MMU-1169092   Activation of RAS in B cells                                                                                             ['Rasgrp1']                             
R-MMU-381676    Glucagon-like Peptide-1 (GLP1) regulates insulin secretion                                                               ['Gng13']                               
GO:0043303      mast cell degranulation                                                                                                  ['Rasgrp1']                             
R-MMU-69002     DNA Replication Pre-Initiation                                                                                           ['Pole4']                               
GO:0038202      TORC1 signaling                                                                                                          ['Car11']                               
GO:1903861      positive regulation of dendrite extension                                                                                ['Cpne9']                               
GO:0005267      potassium channel activity                                                                                               ['Kcnab1']                              
R-MMU-8866376   Reelin signalling pathway                                                                                                ['Vldlr']                               
GO:0009611      response to wounding                                                                                                     ['Pdgfa']                               
GO:0030229      very-low-density lipoprotein particle receptor activity                                                                  ['Vldlr']                               
GO:0005254      chloride channel activity                                                                                                ['Gabrb2', 'Gabra4', 'Gabra5']          
GO:0034189      very-low-density lipoprotein particle binding                                                                            ['Vldlr']                               
GO:0004622      lysophospholipase activity                                                                                               ['Enpp2']                               
GO:1990837      sequence-specific double-stranded DNA binding                                                                            ['Pou3f1']                              
R-MMU-977443    GABA receptor activation                                                                                                 ['Gng13', 'Gabrb2', 'Gabra4', 'Gabra5'] 
R-MMU-432722    Golgi Associated Vesicle Biogenesis                                                                                      ['Tpd52l1']                             
GO:0014068      positive regulation of phosphatidylinositol 3-kinase signaling                                                           ['Pdgfa']                               
GO:0010633      negative regulation of epithelial cell migration                                                                         ['Ptprg']                               
GO:0043161      proteasome-mediated ubiquitin-dependent protein catabolic process                                                        ['Gid8']                                
R-MMU-388396    GPCR downstream signalling                                                                                               ['Cck', 'Gng13', 'Mgll']                
GO:1901379      regulation of potassium ion transmembrane transport                                                                      ['Kcnab1', 'Dpp10']                     
GO:0003735      structural constituent of ribosome                                                                                       ['Mrps15']                              
GO:0070668      positive regulation of mast cell proliferation                                                                           ['Kitl']                                
GO:0038024      cargo receptor activity                                                                                                  ['Vldlr']                               
R-MMU-109582    Hemostasis                                                                                                               ['Rasgrp1', 'Gng13', 'Tuba4a', 'Mgll', 'Pdgfa']
R-MMU-1483257   Phospholipid metabolism                                                                                                  ['Mgll']                                
GO:0035278      miRNA-mediated gene silencing by inhibition of translation                                                               ['Eif4enif1']                           
R-MMU-199991    Membrane Trafficking                                                                                                     ['Tpd52l1', 'Tuba4a']                   
GO:0016740      transferase activity                                                                                                     ['Ak5', 'Hs3st2', 'Camk1d', 'Cdkl2', 'Ckmt1', 'Papss1']
GO:0007268      chemical synaptic transmission                                                                                           ['Calb1', 'Gabrb2', 'Gabra4', 'Gabra5'] 
R-MMU-5696399   Global Genome Nucleotide Excision Repair (GG-NER)                                                                        ['Pole4']                               
GO:0045577      regulation of B cell differentiation                                                                                     ['Car11']                               
GO:0008283      cell population proliferation                                                                                            ['Kitl', 'Pdgfa']                       
R-MMU-499943    Interconversion of nucleotide di- and triphosphates                                                                      ['Ak5']                                 
GO:0006898      receptor-mediated endocytosis                                                                                            ['Vldlr']                               
GO:0007338      single fertilization                                                                                                     ['Ccdc136']                             
GO:0032809      neuronal cell body membrane                                                                                              ['Gabra5']                              
GO:1902710      GABA receptor complex                                                                                                    ['Gabrb2']                              
GO:0044325      transmembrane transporter binding                                                                                        ['Kcnab1', 'Dpp10']                     
GO:0004111      creatine kinase activity                                                                                                 ['Ckmt1']                               
R-MMU-391251    Protein folding                                                                                                          ['Gng13']                               
GO:0009064      glutamine family amino acid metabolic process                                                                            ['Nit2']                                
R-MMU-397795    G-protein beta:gamma signalling                                                                                          ['Gng13']                               
R-MMU-5693538   Homology Directed Repair                                                                                                 ['Pole4']                               
GO:0034436      glycoprotein transport                                                                                                   ['Vldlr']                               
GO:0061024      membrane organization                                                                                                    ['Tmem33']                              
R-MMU-76009     Platelet Aggregation (Plug Formation)                                                                                    ['Rasgrp1']                             
GO:0016298      lipase activity                                                                                                          ['Mgll']                                
GO:0071565      nBAF complex                                                                                                             ['Arid1b']                              
R-MMU-9709957   Sensory Perception                                                                                                       ['Gng13']                               
R-MMU-76061     RNA Polymerase III Transcription Initiation From Type 1 Promoter                                                         ['Polr2l']                              
GO:0007200      phospholipase C-activating G protein-coupled receptor signaling pathway                                                  ['Gng13']                               
GO:0045785      positive regulation of cell adhesion                                                                                     ['Lamb1']                               
GO:0051480      regulation of cytosolic calcium ion concentration                                                                        ['Calb1']                               
R-MMU-376172    DSCAM interactions                                                                                                       ['Dscaml1']                             
GO:0038026      reelin-mediated signaling pathway                                                                                        ['Vldlr']                               
GO:0000932      P-body                                                                                                                   ['Eif4enif1']                           
GO:0097324      melanocyte migration                                                                                                     ['Kitl']                                
GO:0051051      negative regulation of transport                                                                                         ['Kcnab1']                              
GO:0005813      centrosome                                                                                                               ['Nit2', 'Cdkl2']                       
R-MMU-68882     Mitotic Anaphase                                                                                                         ['Tuba4a']                              
GO:0044224      juxtaparanode region of axon                                                                                             ['Kcnab1']                              
GO:0071805      potassium ion transmembrane transport                                                                                    ['Kcnab1']                              
GO:0010512      negative regulation of phosphatidylinositol biosynthetic process                                                         ['Pdgfa']                               
GO:0043208      glycosphingolipid binding                                                                                                ['Lamb1']                               
GO:0000122      negative regulation of transcription by RNA polymerase II                                                                ['Pou3f1']                              
GO:0005200      structural constituent of cytoskeleton                                                                                   ['Lmna', 'Tuba4a']                      
GO:0030101      natural killer cell activation                                                                                           ['Rasgrp1']                             
R-MMU-5368287   Mitochondrial translation                                                                                                ['Mrps15']                              
GO:0090407      organophosphate biosynthetic process                                                                                     ['Ckmt1']                               
GO:0030295      protein kinase activator activity                                                                                        ['Fam58b']                              
R-MMU-9018519   Estrogen-dependent gene expression                                                                                       ['Polr2l']                              
GO:0042098      T cell proliferation                                                                                                     ['Rasgrp1', 'Kitl']                     
R-MMU-418217    G beta:gamma signalling through PLC beta                                                                                 ['Gng13']                               
GO:0050919      negative chemotaxis                                                                                                      ['Pdgfa']                               
R-MMU-983189    Kinesins                                                                                                                 ['Tuba4a']                              
GO:0006644      phospholipid metabolic process                                                                                           ['Enpp2']                               
R-MMU-5653656   Vesicle-mediated transport                                                                                               ['Tpd52l1', 'Tuba4a']                   
GO:0007265      Ras protein signal transduction                                                                                          ['Rasgrp1', 'Kitl']                     
GO:0007341      penetration of zona pellucida                                                                                            ['Pithd1']                              
GO:0034332      adherens junction organization                                                                                           ['Cdh7']                                
GO:0030247      polysaccharide binding                                                                                                   ['Enpp2']                               
GO:0014910      regulation of smooth muscle cell migration                                                                               ['Pdgfa']                               
R-MMU-381753    Olfactory Signaling Pathway                                                                                              ['Gng13']                               
GO:0005665      RNA polymerase II, core complex                                                                                          ['Polr2l']                              
GO:0046982      protein heterodimerization activity                                                                                      ['Pole4', 'Pdgfa']                      
GO:0017128      phospholipid scramblase activity                                                                                         ['Pls3']                                
R-MMU-199992    trans-Golgi Network Vesicle Budding                                                                                      ['Tpd52l1']                             
GO:0050877      nervous system process                                                                                                   ['Gabrb2', 'Gabra4', 'Gabra5']          
GO:0048146      positive regulation of fibroblast proliferation                                                                          ['Pdgfa']                               
GO:0060326      cell chemotaxis                                                                                                          ['Enpp2']                               
GO:0032449      CBM complex                                                                                                              ['Car11']                               
R-MMU-202040    G-protein activation                                                                                                     ['Gng13']                               
GO:0038025      reelin receptor activity                                                                                                 ['Vldlr']                               
GO:0004721      phosphoprotein phosphatase activity                                                                                      ['Ptprk', 'Ptprg']                      
GO:0006355      regulation of transcription, DNA-templated                                                                               ['Pole4']                               
GO:0008544      epidermis development                                                                                                    ['Pou3f1']                              
GO:0016773      phosphotransferase activity, alcohol group as acceptor                                                                   ['Papss1']                              
R-MMU-5693532   DNA Double-Strand Break Repair                                                                                           ['Pole4']                               
GO:0042476      odontogenesis                                                                                                            ['Lamb1']                               
GO:0005237      inhibitory extracellular ligand-gated monoatomic ion channel activity                                                    ['Gabrb2', 'Gabra4', 'Gabra5']          
GO:0008150      biological_process                                                                                                       ['Gipc2', 'Fam241a', 'Dcaf12l1', 'Ccdc184', '2310009B15Rik', 'Lrrc73', 'Tpd52l2', 'Fam81a', 'Mettl26']
GO:0044092      negative regulation of molecular function                                                                                ['Kcnab1']                              
GO:0031175      neuron projection development                                                                                            ['Lamb1', 'Ptprk']                      
GO:0019205      nucleobase-containing compound kinase activity                                                                           ['Ak5']                                 
R-MMU-416572    Sema4D induced cell migration and growth-cone collapse                                                                   ['Rnd1']                                
GO:0070373      negative regulation of ERK1 and ERK2 cascade                                                                             ['Lmo3']                                
GO:0048565      digestive tract development                                                                                              ['Pdgfa']                               
GO:0035793      positive regulation of metanephric mesenchymal cell migration by platelet-derived growth factor receptor-beta signaling pathway ['Pdgfa']                               
GO:0005126      cytokine receptor binding                                                                                                ['Kitl']                                
GO:0046475      glycerophospholipid catabolic process                                                                                    ['Enpp2']                               
R-MMU-418594    G alpha (i) signalling events                                                                                            ['Gng13']                               
GO:0006355      regulation of DNA-templated transcription                                                                                ['Ebf2', 'Pou3f1', 'Klf9']              
GO:0044297      cell body                                                                                                                ['Gabra5']                              
GO:2000563      positive regulation of CD4-positive, alpha-beta T cell proliferation                                                     ['Car11']                               
GO:0007586      digestion                                                                                                                ['Cck']                                 
GO:0051781      positive regulation of cell division                                                                                     ['Pdgfa']                               
GO:0019901      protein kinase binding                                                                                                   ['Rnd1', 'Fam58b', 'Ptprk', 'Tuba4a']   
R-MMU-110313    Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template                                       ['Pole4']                               
GO:0018105      peptidyl-serine phosphorylation                                                                                          ['Camk1d']                              
GO:0007155      cell adhesion                                                                                                            ['Kitl', 'Lamb1', 'Dscaml1', 'Ptprk', 'Cdh7']
R-MMU-446728    Cell junction organization                                                                                               ['Cdh7']                                
GO:2000987      positive regulation of behavioral fear response                                                                          ['Cck']                                 
GO:0044849      estrous cycle                                                                                                            ['Enpp2']                               
GO:0000902      cell morphogenesis                                                                                                       ['Cdh7']                                
GO:0001675      acrosome assembly                                                                                                        ['Ccdc136']                             
R-MMU-428930    Thromboxane signalling through TP receptor                                                                               ['Gng13']                               
GO:0090398      cellular senescence                                                                                                      ['Lmna']                                
R-MMU-73894     DNA Repair                                                                                                               ['Polr2l', 'Pole4']                     
R-MMU-354192    Integrin signaling                                                                                                       ['Rasgrp1']                             
R-MMU-73857     RNA Polymerase II Transcription                                                                                          ['Polr2l', 'Arid1b']                    
GO:0090023      positive regulation of neutrophil chemotaxis                                                                             ['Camk1d']                              
GO:0050870      positive regulation of T cell activation                                                                                 ['Car11']                               
GO:0005173      stem cell factor receptor binding                                                                                        ['Kitl']                                
GO:0005615      extracellular space                                                                                                      ['Cck', 'Kitl', 'Lamb1', 'Itm2a', 'Enpp2', 'Vldlr', 'Ptprg', 'Pdgfa']
R-MMU-372790    Signaling by GPCR                                                                                                        ['Cck', 'Gng13', 'Mgll']                
GO:0005525      GTP binding                                                                                                              ['Rasgrp1', 'Rnd1', 'Tuba4a']           
GO:0007179      transforming growth factor beta receptor signaling pathway                                                               ['Ptprk']                               
GO:0030692      Noc4p-Nop14p complex                                                                                                     ['Noc4l']                               
GO:0005635      nuclear envelope                                                                                                         ['Lmna', 'Tmem33']                      
R-MMU-8964315   G beta:gamma signalling through BTK                                                                                      ['Gng13']                               
GO:0006338      chromatin remodeling                                                                                                     ['Arid1b']                              
GO:0080008      Cul4-RING E3 ubiquitin ligase complex                                                                                    ['Dcaf12l1']                            
R-MMU-3000171   Non-integrin membrane-ECM interactions                                                                                   ['Pdgfa']                               
R-MMU-9006925   Intracellular signaling by second messengers                                                                             ['Kitl', 'Pdgfa']                       
R-MMU-71291     Metabolism of amino acids and derivatives                                                                                ['Ckmt1']                               
GO:0046777      protein autophosphorylation                                                                                              ['Pdgfa']                               
GO:0004550      nucleoside diphosphate kinase activity                                                                                   ['Ak5']                                 
GO:0043410      positive regulation of MAPK cascade                                                                                      ['Tpd52l1', 'Fam58b', 'Pdgfa']          
R-MMU-190828    Gap junction trafficking                                                                                                 ['Tuba4a']                              
GO:0006631      fatty acid metabolic process                                                                                             ['Mgll']                                
GO:0019005      SCF ubiquitin ligase complex                                                                                             ['Fbxl16']                              
GO:0002437      inflammatory response to antigenic stimulus                                                                              ['Rasgrp1']                             
R-MMU-392170    ADP signalling through P2Y purinoceptor 12                                                                               ['Gng13']                               
R-MMU-6781827   Transcription-Coupled Nucleotide Excision Repair (TC-NER)                                                                ['Polr2l', 'Pole4']                     
GO:0008622      epsilon DNA polymerase complex                                                                                           ['Pole4']                               
GO:0006869      lipid transport                                                                                                          ['Pls3', 'Vldlr']                       
GO:0045087      innate immune response                                                                                                   ['Tmem33']                              
GO:0005736      RNA polymerase I complex                                                                                                 ['Polr2l']                              
GO:0048306      calcium-dependent protein binding                                                                                        ['Pls3', 'Vldlr']                       
GO:0017148      negative regulation of translation                                                                                       ['Eif4enif1']                           
GO:0003924      GTPase activity                                                                                                          ['Rasgrp1', 'Rnd1']                     
GO:0004725      protein tyrosine phosphatase activity                                                                                    ['Ptprk', 'Ptprg']                      
GO:0006357      regulation of transcription by RNA polymerase II                                                                         ['Ebf2', 'Pou3f1', 'Pbx4', 'Fam58b', 'Klf9', 'Arid1b']
R-MMU-4086398   Ca2+ pathway                                                                                                             ['Gng13']                               
GO:0099509      regulation of presynaptic cytosolic calcium ion concentration                                                            ['Calb1']                               
GO:0032729      positive regulation of type II interferon production                                                                     ['Rasgrp1']                             
GO:0015931      nucleobase-containing compound transport                                                                                 ['Slc25a33']                            
GO:0030307      positive regulation of cell growth                                                                                       ['Slc25a33']                            
GO:0047496      vesicle transport along microtubule                                                                                      ['Rasgrp1']                             
GO:0045202      synapse                                                                                                                  ['Calb1', 'Dscaml1', 'Gabrb2', 'Gabra4', 'Gabra5', 'Mgll']
R-MMU-5419276   Mitochondrial translation termination                                                                                    ['Mrps15']                              
GO:0140092      bBAF complex                                                                                                             ['Arid1b']                              
GO:0043405      regulation of MAP kinase activity                                                                                        ['Tpd52l1', 'Pdgfa']                    
GO:0009142      nucleoside triphosphate biosynthetic process                                                                             ['Ak5']                                 
GO:0006468      protein phosphorylation                                                                                                  ['Tpd52l1', 'Camk1d', 'Cdkl2']          
R-MMU-113418    Formation of the Early Elongation Complex                                                                                ['Polr2l']                              
GO:0005244      voltage-gated monoatomic ion channel activity                                                                            ['Kcnab1']                              
GO:0016236      macroautophagy                                                                                                           ['Ubxn6']                               
R-MMU-400685    Sema4D in semaphorin signaling                                                                                           ['Rnd1']                                
GO:0006811      monoatomic ion transport                                                                                                 ['Kcnab1', 'Gabrb2', 'Gabra4', 'Gabra5']
GO:0006629      lipid metabolic process                                                                                                  ['Enpp2', 'Vldlr', 'Mgll']              
GO:0048813      dendrite morphogenesis                                                                                                   ['Vldlr']                               
GO:0045893      positive regulation of DNA-templated transcription                                                                       ['Ebf2', 'Pou3f1', 'Pithd1', 'Pbx4', 'Arid1b']
R-MMU-983169    Class I MHC mediated antigen processing & presentation                                                                   ['Fbxl16']                              
R-MMU-416482    G alpha (12/13) signalling events                                                                                        ['Gng13']                               
GO:0045954      positive regulation of natural killer cell mediated cytotoxicity                                                         ['Rasgrp1']                             
GO:1902476      chloride transmembrane transport                                                                                         ['Gabrb2', 'Gabra4', 'Gabra5']          
R-MMU-177929    Signaling by EGFR                                                                                                        ['Ptprk']                               
GO:0031902      late endosome membrane                                                                                                   ['Ubxn6']                               
GO:0007281      germ cell development                                                                                                    ['Kitl']                                
GO:0045296      cadherin binding                                                                                                         ['Cdh7']                                
GO:0019992      diacylglycerol binding                                                                                                   ['Rasgrp1']                             
GO:0045892      negative regulation of DNA-templated transcription                                                                       ['Pou3f1', 'Ptprk', 'Zc3h6']            
R-MMU-2132295   MHC class II antigen presentation                                                                                        ['Tuba4a']                              
R-MMU-69242     S Phase                                                                                                                  ['Pole4']                               
R-MMU-174824    Plasma lipoprotein assembly, remodeling, and clearance                                                                   ['Vldlr']                               
R-MMU-199418    Negative regulation of the PI3K/AKT network                                                                              ['Kitl', 'Pdgfa']                       
GO:0004693      cyclin-dependent protein serine/threonine kinase activity                                                                ['Fam58b', 'Cdkl2']                     
GO:0090102      cochlea development                                                                                                      ['Gabrb2', 'Gabra5']                    
GO:0098609      cell-cell adhesion                                                                                                       ['Cdh7']                                
R-MMU-426048    Arachidonate production from DAG                                                                                         ['Mgll']                                
