Molecular/Biological/Cellular Ontology Terms: 

GO:0043565      sequence-specific DNA binding                                                                                            ['Fosb', 'Lhx2', 'Irx1', 'Pou3f1', 'Shox2', 'Pou3f4', 'Junb', 'Foxo1', 'Sox6', 'Hey1', 'Cxxc5', 'Ar', 'Trp53', 'Maf', 'Egr1', 'Nr2f6', 'Smad4', 'Pou2f1']
R-MMU-177929    Signaling by EGFR                                                                                                        ['Ar']                                  
GO:0045296      cadherin binding                                                                                                         ['Numb']                                
GO:0044209      AMP salvage                                                                                                              ['Asl']                                 
GO:0046370      fructose biosynthetic process                                                                                            ['Ar']                                  
GO:0070885      negative regulation of calcineurin-NFAT signaling cascade                                                                ['Homer3']                              
GO:0006352      DNA-templated transcription, initiation                                                                                  ['Tfb2m']                               
GO:0090102      cochlea development                                                                                                      ['Gabra5']                              
GO:0004693      cyclin-dependent protein serine/threonine kinase activity                                                                ['Cdk17']                               
GO:0034109      homotypic cell-cell adhesion                                                                                             ['Pcp2', 'Megf11']                      
R-MMU-426048    Arachidonate production from DAG                                                                                         ['Mgll']                                
GO:1903561      extracellular vesicle                                                                                                    ['Peg10']                               
R-MMU-432040    Vasopressin regulates renal water homeostasis via Aquaporins                                                             ['Gng13']                               
GO:0000137      Golgi cis cisterna                                                                                                       ['Necab3']                              
GO:0030534      adult behavior                                                                                                           ['Pgs1']                                
GO:0030030      cell projection organization                                                                                             ['Ccp110']                              
GO:0030336      negative regulation of cell migration                                                                                    ['Pcp2', 'Dach1']                       
R-MMU-9708530   Regulation of BACH1 activity                                                                                             ['Fbxl17']                              
GO:0060048      cardiac muscle contraction                                                                                               ['Myl2']                                
GO:0099507      ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential                    ['Gabra5']                              
GO:0045830      positive regulation of isotype switching                                                                                 ['Hmces']                               
GO:0003779      actin binding                                                                                                            ['Pdlim5', 'Mical2', 'Pls3', 'Tlnrd1', 'Fhod3', 'Ablim2']
GO:0042405      nuclear inclusion body                                                                                                   ['Rad18']                               
GO:0036297      interstrand cross-link repair                                                                                            ['Faap100']                             
GO:0048523      negative regulation of cellular process                                                                                  ['Kcnab1', 'Hecw2']                     
GO:1901875      positive regulation of post-translational protein modification                                                           ['Egr1']                                
R-MMU-5578775   Ion homeostasis                                                                                                          ['Fxyd7']                               
GO:0032543      mitochondrial translation                                                                                                ['Mtg1']                                
GO:0003222      ventricular trabecula myocardium morphogenesis                                                                           ['Hey1']                                
GO:0043949      regulation of cAMP-mediated signaling                                                                                    ['Vip']                                 
GO:0072520      seminiferous tubule development                                                                                          ['Ar', 'Smad4']                         
GO:0048663      neuron fate commitment                                                                                                   ['Bhlhe22', 'Smad4']                    
R-MMU-69481     G2/M Checkpoints                                                                                                         ['Rmi1', 'Babam2', 'Trp53', 'Rfc3']     
GO:0033262      regulation of nuclear cell cycle DNA replication                                                                         ['Dach1']                               
GO:0002317      plasma cell differentiation                                                                                              ['Itm2a']                               
GO:0032099      negative regulation of appetite                                                                                          ['Cck', 'Cartpt']                       
GO:0071310      cellular response to organic substance                                                                                   ['Calb1', 'Egr1']                       
GO:0046907      intracellular transport                                                                                                  ['BC022687']                            
GO:0045717      negative regulation of fatty acid biosynthetic process                                                                   ['Acadl']                               
R-MMU-1280215   Cytokine Signaling in Immune system                                                                                      ['Relb', 'Pde12', 'Rapgef1']            
GO:0033148      positive regulation of intracellular estrogen receptor signaling pathway                                                 ['Ar']                                  
GO:1900271      regulation of long-term synaptic potentiation                                                                            ['Calb1']                               
GO:0007160      cell-matrix adhesion                                                                                                     ['Itga7', 'Zyx']                        
GO:0001227      DNA-binding transcription repressor activity, RNA polymerase II-specific                                                 ['Irx3', 'Irx1', 'Pou3f1', 'Foxo1', 'Sox6', 'Hey1', 'Dach1', 'Trp53', 'Zfp37', 'Nr2f6']
GO:0043194      axon initial segment                                                                                                     ['Cck']                                 
GO:0010753      positive regulation of cGMP-mediated signaling                                                                           ['Nppc']                                
GO:0098632      cell-cell adhesion mediator activity                                                                                     ['Dscaml1']                             
GO:0032212      positive regulation of telomere maintenance via telomerase                                                               ['Nek7']                                
GO:0007249      I-kappaB kinase/NF-kappaB signaling                                                                                      ['Relb']                                
R-MMU-912631    Regulation of signaling by CBL                                                                                           ['Rapgef1']                             
R-MMU-1502540   Signaling by Activin                                                                                                     ['Smad4']                               
GO:1902260      negative regulation of delayed rectifier potassium channel activity                                                      ['Kcnab1']                              
GO:0008584      male gonad development                                                                                                   ['Ar', 'Smad4']                         
GO:0003148      outflow tract septum morphogenesis                                                                                       ['Smad4']                               
GO:0043087      regulation of GTPase activity                                                                                            ['Arhgap6']                             
GO:0140014      mitotic nuclear division                                                                                                 ['Ar', 'Fbxl17', 'Cdk17']               
GO:0005938      cell cortex                                                                                                              ['Sept8']                               
R-MMU-8956320   Nucleotide biosynthesis                                                                                                  ['Asl']                                 
GO:0035374      chondroitin sulfate binding                                                                                              ['Rtn4r']                               
GO:0045294      alpha-catenin binding                                                                                                    ['Numb']                                
GO:0030071      regulation of mitotic metaphase/anaphase transition                                                                      ['Hecw2']                               
GO:0000785      chromatin                                                                                                                ['Rad18', 'Relb', 'Fance', 'Ar', 'Trp53', 'Egr1', 'Faap100', 'Smad4']
GO:0097038      perinuclear endoplasmic reticulum                                                                                        ['Osbp']                                
GO:0036293      response to decreased oxygen levels                                                                                      ['Nppc']                                
GO:0070306      lens fiber cell differentiation                                                                                          ['Maf']                                 
GO:0014059      regulation of dopamine secretion                                                                                         ['Syt10']                               
GO:0043433      negative regulation of DNA-binding transcription factor activity                                                         ['Wfs1', 'Cys1']                        
GO:0009605      response to external stimulus                                                                                            ['Fbxl17']                              
GO:0060090      molecular adaptor activity                                                                                               ['Ar', 'Grb14', 'Tex261', 'Sept8']      
GO:0048156      tau protein binding                                                                                                      ['Hspa2']                               
GO:0048016      inositol phosphate-mediated signaling                                                                                    ['Vip']                                 
R-MMU-174178    APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1                 ['Pttg1']                               
GO:0031109      microtubule polymerization or depolymerization                                                                           ['Ebf3']                                
R-MMU-69541     Stabilization of p53                                                                                                     ['Trp53']                               
R-MMU-179812    GRB2 events in EGFR signaling                                                                                            ['Ar']                                  
GO:0017158      regulation of calcium ion-dependent exocytosis                                                                           ['Syt10']                               
GO:0051651      maintenance of location in cell                                                                                          ['Tmsb15b1']                            
GO:0048468      cell development                                                                                                         ['Irx5', 'Irx3', 'Irx1', 'Hey1', 'Maf'] 
GO:0071073      positive regulation of phospholipid biosynthetic process                                                                 ['Erbb4']                               
R-MMU-201451    Signaling by BMP                                                                                                         ['Smad4']                               
GO:0007406      negative regulation of neuroblast proliferation                                                                          ['Trp53']                               
GO:1905721      mitotic spindle astral microtubule end                                                                                   ['Ebf3']                                
R-MMU-73817     Purine ribonucleoside monophosphate biosynthesis                                                                         ['Asl']                                 
GO:1905451      positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis                                      ['Rapgef1']                             
GO:0031012      extracellular matrix                                                                                                     ['Adamts5', 'Mmp17', 'Elfn1', 'Adamts15', 'Pgs1']
GO:0099170      postsynaptic modulation of chemical synaptic transmission                                                                ['Camk4']                               
GO:2000821      regulation of grooming behavior                                                                                          ['Dlg4']                                
GO:0046326      positive regulation of glucose import                                                                                    ['Erbb4']                               
GO:0005798      Golgi-associated vesicle                                                                                                 ['Map6']                                
R-MMU-8951664   Neddylation                                                                                                              ['Fbxo2']                               
GO:0007411      axon guidance                                                                                                            ['Lhx2', 'Rtn4r', 'Dscaml1', 'Smad4']   
GO:0090324      negative regulation of oxidative phosphorylation                                                                         ['Pde12']                               
GO:2000134      negative regulation of G1/S transition of mitotic cell cycle                                                             ['Dact1']                               
GO:0032812      positive regulation of epinephrine secretion                                                                             ['Vip', 'Cartpt']                       
R-MMU-5213460   RIPK1-mediated regulated necrosis                                                                                        ['Sdcbp']                               
GO:0007492      endoderm development                                                                                                     ['Smad4']                               
GO:0000053      argininosuccinate metabolic process                                                                                      ['Asl']                                 
GO:0043621      protein self-association                                                                                                 ['Pls3', 'Trp53']                       
R-MMU-500657    Presynaptic function of Kainate receptors                                                                                ['Gng13']                               
GO:0031105      septin complex                                                                                                           ['Sept8']                               
GO:0015918      sterol transport                                                                                                         ['Osbp']                                
GO:0019233      sensory perception of pain                                                                                               ['Vip']                                 
GO:0004812      aminoacyl-tRNA ligase activity                                                                                           ['Fars2', 'Tarsl2']                     
GO:0031507      heterochromatin formation                                                                                                ['Spty2d1']                             
GO:0007271      synaptic transmission, cholinergic                                                                                       ['Lypd1']                               
GO:0045600      positive regulation of fat cell differentiation                                                                          ['Dact1']                               
GO:0003208      cardiac ventricle morphogenesis                                                                                          ['Hey1']                                
GO:1904294      positive regulation of ERAD pathway                                                                                      ['Wfs1']                                
GO:0019853      L-ascorbic acid biosynthetic process                                                                                     ['Ar']                                  
GO:0032465      regulation of cytokinesis                                                                                                ['Ccp110']                              
GO:0005887      integral component of plasma membrane                                                                                    ['Tspan11', 'Kcnab1', 'Sstr1', 'Itga7', 'Erbb4', 'Gabra5', 'Pcdh18', 'Mfsd12', 'Plppr5', 'Kcna6']
GO:0006310      DNA recombination                                                                                                        ['Palb2', 'Pgbd5']                      
GO:0060071      Wnt signaling pathway, planar cell polarity pathway                                                                      ['Prickle1']                            
GO:0007423      sensory organ development                                                                                                ['Bhlhe22']                             
R-MMU-75944     Transcription from mitochondrial promoters                                                                               ['Tfb2m']                               
GO:0042383      sarcolemma                                                                                                               ['Itga7', 'Pgs1']                       
GO:0042088      T-helper 1 type immune response                                                                                          ['Relb']                                
GO:0034703      cation channel complex                                                                                                   ['Kcnab1', 'Kcna6']                     
GO:0007000      nucleolus organization                                                                                                   ['Pes1']                                
GO:0032970      regulation of actin filament-based process                                                                               ['Abracl']                              
R-MMU-1257604   PIP3 activates AKT signaling                                                                                             ['Kitl', 'Foxo1', 'Erbb4', 'Ar']        
GO:0042447      hormone catabolic process                                                                                                ['Ece1']                                
GO:0051428      peptide hormone receptor binding                                                                                         ['Vip', 'Cck']                          
GO:1901016      regulation of potassium ion transmembrane transporter activity                                                           ['Kcnab1']                              
GO:0018108      peptidyl-tyrosine phosphorylation                                                                                        ['Kitl', 'Erbb4', 'Ar']                 
GO:0044729      hemi-methylated DNA-binding                                                                                              ['Egr1']                                
GO:0006021      inositol biosynthetic process                                                                                            ['Isyna1']                              
GO:0007173      epidermal growth factor receptor signaling pathway                                                                       ['Prickle1', 'Ar']                      
GO:1900089      negative regulation of inositol biosynthetic process                                                                     ['Isyna1']                              
GO:0030900      forebrain development                                                                                                    ['Pou3f1', 'Numb']                      
GO:0032934      sterol binding                                                                                                           ['Osbp']                                
GO:0099500      vesicle fusion to plasma membrane                                                                                        ['Syt10']                               
GO:0009410      response to xenobiotic stimulus                                                                                          ['Prickle1', 'Trp53']                   
R-MMU-69186     Lagging Strand Synthesis                                                                                                 ['Rfc3']                                
GO:0006812      monoatomic cation transport                                                                                              ['Panx2']                               
GO:0001678      intracellular glucose homeostasis                                                                                        ['Cartpt']                              
R-MMU-380284    Loss of proteins required for interphase microtubule organization from the centrosome                                    ['Haus3', 'Ccp110']                     
GO:0004890      GABA-A receptor activity                                                                                                 ['Gabra5']                              
GO:0060406      positive regulation of penile erection                                                                                   ['Vip', 'Ar']                           
GO:0016579      protein deubiquitination                                                                                                 ['Usp39']                               
GO:0007019      microtubule depolymerization                                                                                             ['Katnb1']                              
R-MMU-212718    EGFR interacts with phospholipase C-gamma                                                                                ['Ar']                                  
GO:0050896      response to stimulus                                                                                                     ['Irx5']                                
GO:0071222      cellular response to lipopolysaccharide                                                                                  ['Pls3']                                
GO:0006526      arginine biosynthetic process                                                                                            ['Asl']                                 
R-MMU-2559583   Cellular Senescence                                                                                                      ['Trp53']                               
GO:0060037      pharyngeal system development                                                                                            ['Ece1']                                
GO:0000049      tRNA binding                                                                                                             ['Fars2', 'Ctu2']                       
GO:0009416      response to light stimulus                                                                                               ['Fbxl17']                              
GO:0046839      phospholipid dephosphorylation                                                                                           ['Plppr5']                              
GO:0045840      positive regulation of mitotic nuclear division                                                                          ['Ar']                                  
GO:0034446      substrate adhesion-dependent cell spreading                                                                              ['Peak1']                               
GO:0042771      intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator                                    ['Trp53']                               
GO:0050680      negative regulation of epithelial cell proliferation                                                                     ['Ar']                                  
GO:0042989      sequestering of actin monomers                                                                                           ['Tmsb15b1']                            
R-MMU-69206     G1/S Transition                                                                                                          ['Gmnn', 'Pole4']                       
GO:0021795      cerebral cortex cell migration                                                                                           ['Fgf13', 'Dab1']                       
GO:0018095      protein polyglutamylation                                                                                                ['Pgs1']                                
GO:0008168      methyltransferase activity                                                                                               ['Tfb2m', 'Nsun7', 'Armt1']             
R-MMU-442729    CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde                                             ['Camk4']                               
GO:1904864      negative regulation of beta-catenin-TCF complex assembly                                                                 ['Dact1']                               
GO:0007286      spermatid development                                                                                                    ['Nme5', 'Hspa2']                       
GO:0019896      axonal transport of mitochondrion                                                                                        ['Map6', 'Armcx3']                      
R-MMU-199977    ER to Golgi Anterograde Transport                                                                                        ['Ar']                                  
GO:0005875      microtubule associated complex                                                                                           ['Katnb1']                              
GO:0045732      positive regulation of protein catabolic process                                                                         ['Vip', 'Nkd1', 'Dact1', 'Foxo1']       
GO:0006919      activation of cysteine-type endopeptidase activity involved in apoptotic process                                         ['Cck']                                 
GO:0044275      cellular carbohydrate catabolic process                                                                                  ['Tkfc']                                
R-MMU-3371571   HSF1-dependent transactivation                                                                                           ['Hspa2']                               
R-MMU-428157    Sphingolipid metabolism                                                                                                  ['Osbp']                                
GO:0060740      prostate gland epithelium morphogenesis                                                                                  ['Ar']                                  
R-MMU-6806003   Regulation of TP53 Expression and Degradation                                                                            ['Trp53']                               
GO:0032940      secretion by cell                                                                                                        ['Vip']                                 
GO:0071359      cellular response to dsRNA                                                                                               ['Pde12']                               
GO:0022829      wide pore channel activity                                                                                               ['Panx2']                               
GO:0034113      heterotypic cell-cell adhesion                                                                                           ['Itga7']                               
GO:1904145      negative regulation of meiotic cell cycle process involved in oocyte maturation                                          ['Grb14']                               
GO:0021813      cell-cell adhesion involved in neuronal-glial interactions involved in cerebral cortex radial glia guided migration      ['Dab1']                                
GO:0030414      peptidase inhibitor activity                                                                                             ['Spink10', 'Spint2']                   
GO:0010614      negative regulation of cardiac muscle hypertrophy                                                                        ['Smad4']                               
GO:0061026      cardiac muscle tissue regeneration                                                                                       ['Erbb4']                               
R-MMU-186797    Signaling by PDGF                                                                                                        ['Rapgef1']                             
GO:0021517      ventral spinal cord development                                                                                          ['Dab1']                                
GO:0006261      DNA-templated DNA replication                                                                                            ['Pole4', 'Rfc3']                       
GO:0033327      Leydig cell differentiation                                                                                              ['Ar']                                  
GO:0008049      male courtship behavior                                                                                                  ['Ar']                                  
GO:0071394      cellular response to testosterone stimulus                                                                               ['Ar']                                  
GO:0004112      cyclic-nucleotide phosphodiesterase activity                                                                             ['Pde1b']                               
GO:0140650      radial glia-guided pyramidal neuron migration                                                                            ['Dab1']                                
GO:0000154      rRNA modification                                                                                                        ['Tfb2m']                               
GO:0140672      ATAC complex                                                                                                             ['Pole4']                               
R-MMU-5610787   Hedgehog 'off' state                                                                                                     ['Numb']                                
GO:0098794      postsynapse                                                                                                              ['Calb1', 'Dact1', 'Zfp804a', 'Camk4', 'Gabra5', 'Trim3', 'Dlg4', 'Camkv']
GO:0060077      inhibitory synapse                                                                                                       ['Erbb4']                               
GO:0032791      lead ion binding                                                                                                         ['Pls3']                                
GO:0004032      alditol:NADP+ 1-oxidoreductase activity                                                                                  ['Ar']                                  
GO:0014044      Schwann cell development                                                                                                 ['Pou3f1']                              
GO:0070851      growth factor receptor binding                                                                                           ['Erbb4']                               
GO:0008340      determination of adult lifespan                                                                                          ['Trp53']                               
GO:0032553      ribonucleotide binding                                                                                                   ['Ar']                                  
R-MMU-114508    Effects of PIP2 hydrolysis                                                                                               ['Mgll']                                
GO:0033686      positive regulation of luteinizing hormone secretion                                                                     ['Smad4']                               
GO:0031113      regulation of microtubule polymerization                                                                                 ['Ebf3']                                
GO:0001056      RNA polymerase III activity                                                                                              ['Polr3k']                              
GO:0071479      cellular response to ionizing radiation                                                                                  ['Babam2', 'Trp53']                     
GO:0004842      ubiquitin-protein transferase activity                                                                                   ['Rnf182', 'Hecw2', 'Trim3']            
GO:0030877      beta-catenin destruction complex                                                                                         ['Dact1']                               
R-MMU-6806667   Metabolism of fat-soluble vitamins                                                                                       ['Ar']                                  
R-MMU-170968    Frs2-mediated activation                                                                                                 ['Rapgef1']                             
GO:0044065      regulation of respiratory system process                                                                                 ['Mtg1']                                
R-MMU-77310     Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA                                                                        ['Acadl']                               
GO:0035264      multicellular organism growth                                                                                            ['Palb2', 'Rmi1', 'Prickle1', 'Ar', 'Trp53']
GO:0005666      RNA polymerase III complex                                                                                               ['Polr3k']                              
GO:0042026      protein refolding                                                                                                        ['Hspa2']                               
GO:0051301      cell division                                                                                                            ['Ebf3', 'Haus3', 'Usp39', 'Babam2', 'Katnb1', 'Pttg1']
GO:0003167      atrioventricular bundle cell differentiation                                                                             ['Irx3']                                
GO:0003700      DNA-binding transcription factor activity                                                                                ['Bhlhe22', 'Ebf2', 'Fosb', 'Ebf3', 'Pou3f1', 'Pou3f4', 'Tfb2m', 'Junb', 'Foxo1', 'Sox6', 'Hey1', 'Dach1', 'Relb', 'Ar', 'Trp53', 'Maf', 'Egr1', 'Nr2f6', 'Smad4', 'Pou2f1']
GO:1903712      cysteine transmembrane transport                                                                                         ['Mfsd12']                              
GO:0005543      phospholipid binding                                                                                                     ['Dab1']                                
R-MMU-400508    Incretin synthesis, secretion, and inactivation                                                                          ['Gng13']                               
GO:0016491      oxidoreductase activity                                                                                                  ['Acadl', 'Kcnab1', 'Vat1l', 'Dhdh', 'Mical2', 'Ar', 'Dhrs7', 'Pcyox1']
GO:0005694      chromosome                                                                                                               ['Pes1', 'Top1mt', 'Hmces', 'Rmi1', 'Fance']
GO:0000079      regulation of cyclin-dependent protein serine/threonine kinase activity                                                  ['Cdk5rap1']                            
GO:0045665      negative regulation of neuron differentiation                                                                            ['Irx3', 'Hey1']                        
GO:0015293      symporter activity                                                                                                       ['Slc5a5', 'Mfsd12']                    
GO:0099538      synaptic signaling via neuropeptide                                                                                      ['Cck']                                 
GO:0031390      Ctf18 RFC-like complex                                                                                                   ['Rfc3']                                
GO:0060385      axonogenesis involved in innervation                                                                                     ['Ece1']                                
GO:0003674      molecular_function                                                                                                       ['Vwa5a', 'Tspan11', 'Sowaha', 'Tmem232', 'Fam181b', 'Kctd4', 'Cabp7', 'Selenov', 'Megf11', 'Coq4', 'Ccdc160', 'Ccdc184', 'Rmi1', 'Fance', 'Tlnrd1', 'Tmem167b', 'Amigo2', 'Gprin3', 'Stum', 'Abracl', 'Scrn1', 'Ier5l', 'Ubr7', 'Klhdc8a', 'Ypel2', 'Wdr17', 'Ccdc74a', 'Lhfpl3', 'Dbndd2', 'Faap100', 'Fam131b', 'Tmem196', 'Thnsl1', 'Tmem14a', 'Rrp15']
GO:0005940      septin ring                                                                                                              ['Sept8']                               
GO:0099645      neurotransmitter receptor localization to postsynaptic specialization membrane                                           ['Erbb4', 'Dlg4']                       
GO:0000981      DNA-binding transcription factor activity, RNA polymerase II-specific                                                    ['Bhlhe22', 'Barhl1', 'Ebf2', 'Irx5', 'Fosb', 'Irx3', 'Lhx2', 'Irx1', 'Ebf3', 'Pou3f1', 'Shox2', 'Pou3f4', 'Junb', 'Foxo1', 'Sox6', 'Hey1', 'Dach1', 'Npas4', 'Relb', 'Trp53', 'Maf', 'Egr1', 'Nr2f6', 'Zkscan16', 'Smad4', 'Pou2f1']
GO:0099159      regulation of modification of postsynaptic structure                                                                     ['Camkv']                               
R-MMU-1362409   Mitochondrial iron-sulfur cluster biogenesis                                                                             ['Ar']                                  
GO:0001736      establishment of planar polarity                                                                                         ['Dact1']                               
GO:0021551      central nervous system morphogenesis                                                                                     ['Erbb4']                               
GO:0001541      ovarian follicle development                                                                                             ['Kitl', 'Nppc', 'Smad4']               
GO:1990144      intrinsic apoptotic signaling pathway in response to hypoxia                                                             ['Trp53']                               
GO:0060249      anatomical structure homeostasis                                                                                         ['Calb1']                               
GO:0043195      terminal bouton                                                                                                          ['Calb1', 'Cck']                        
GO:0046835      carbohydrate phosphorylation                                                                                             ['Tkfc']                                
R-MMU-9707564   Cytoprotection by HMOX1                                                                                                  ['Fbxl17']                              
GO:0043679      axon terminus                                                                                                            ['Kcna6']                               
R-MMU-4608870   Asymmetric localization of PCP proteins                                                                                  ['Prickle1']                            
GO:0033365      protein localization to organelle                                                                                        ['Pes1']                                
GO:0005856      cytoskeleton                                                                                                             ['Myl2', 'Afap1l1', 'Kitl', 'Ebf3', 'Haus3', 'Rad18', 'Hspa2', 'Nek7', 'Relb', 'Peak1', 'Zyx', 'Katnb1', 'Fhod3', 'Trp53', 'Map6', 'Mid1ip1', 'Mtus2', 'Ccp110', 'Sdcbp', 'Hecw2', 'Sept8', 'Kazn', 'Cys1', 'Pgs1']
R-MMU-1296041   Activation of G protein gated Potassium channels                                                                         ['Gng13']                               
GO:0072221      metanephric distal convoluted tubule development                                                                         ['Calb1']                               
