Molecular/Biological/Cellular Ontology Terms: 

GO:0043565      sequence-specific DNA binding                                                                                            ['Prox1', 'Sox2', 'Zfp423', 'Mef2c', 'Nr2f1', 'Mef2a']
R-MMU-186797    Signaling by PDGF                                                                                                        ['Pdgfa']                               
GO:0032956      regulation of actin cytoskeleton organization                                                                            ['Fzd10', 'Tgfb2', 'Epha3', 'Dixdc1']   
GO:0048667      cell morphogenesis involved in neuron differentiation                                                                    ['Mef2c']                               
GO:0016324      apical plasma membrane                                                                                                   ['Lmo7', 'Slc7a8', 'Thy1', 'Slc7a5', 'Dram2']
GO:0010694      positive regulation of alkaline phosphatase activity                                                                     ['Mef2c']                               
GO:0004112      cyclic-nucleotide phosphodiesterase activity                                                                             ['Pde10a']                              
GO:0075506      entry of viral genome into host nucleus through nuclear pore complex via importin                                        ['Kpna2']                               
R-MMU-5610787   Hedgehog 'off' state                                                                                                     ['Ift57', 'Adcy1']                      
GO:0000154      rRNA modification                                                                                                        ['Nhp2']                                
GO:0001726      ruffle                                                                                                                   ['S100a11', 'Carmil2']                  
GO:0098794      postsynapse                                                                                                              ['Slc18a2', 'Nefm', 'Cyp46a1', 'Rgs7bp', 'Nsmf', 'Trim3']
GO:0140672      ATAC complex                                                                                                             ['Tada3']                               
GO:0004032      alditol:NADP+ 1-oxidoreductase activity                                                                                  ['Akr1c19']                             
GO:0043297      apical junction assembly                                                                                                 ['Wdr1']                                
GO:0070851      growth factor receptor binding                                                                                           ['Vegfa', 'Pdgfa']                      
GO:0051615      histamine uptake                                                                                                         ['Slc18a2']                             
GO:0008340      determination of adult lifespan                                                                                          ['B4galnt1']                            
R-MMU-114508    Effects of PIP2 hydrolysis                                                                                               ['Prkch']                               
GO:1901165      positive regulation of trophoblast cell migration                                                                        ['Vegfa']                               
GO:1904382      mannose trimming involved in glycoprotein ERAD pathway                                                                   ['Edem3']                               
GO:0030160      synaptic receptor adaptor activity                                                                                       ['Homer2']                              
R-MMU-8956319   Nucleotide catabolism                                                                                                    ['Nudt9']                               
GO:0061181      regulation of chondrocyte development                                                                                    ['Rflnb']                               
GO:0055009      atrial cardiac muscle tissue morphogenesis                                                                               ['Prox1']                               
GO:0007043      cell-cell junction assembly                                                                                              ['Pkp4']                                
GO:0004842      ubiquitin-protein transferase activity                                                                                   ['Rnf220', 'Trim3']                     
GO:0042403      thyroid hormone metabolic process                                                                                        ['Kcnj6']                               
R-MMU-6806667   Metabolism of fat-soluble vitamins                                                                                       ['Gpc1']                                
R-MMU-170968    Frs2-mediated activation                                                                                                 ['Mapk3']                               
GO:0035264      multicellular organism growth                                                                                            ['Ccm2']                                
R-MMU-76005     Response to elevated platelet cytosolic Ca2+                                                                             ['Tgfb2', 'Phactr2', 'Vegfa', 'Prkcg', 'Pdgfa', 'Timp3', 'Wdr1']
GO:0042026      protein refolding                                                                                                        ['Dnajb2']                              
GO:0051301      cell division                                                                                                            ['Fign', 'Epb41l2', 'Dynlt3', 'Cks1b']  
GO:0002092      positive regulation of receptor internalization                                                                          ['Vegfa']                               
GO:0010494      cytoplasmic stress granule                                                                                               ['Kpna2']                               
R-MMU-3247509   Chromatin modifying enzymes                                                                                              ['Smyd2']                               
GO:0003700      DNA-binding transcription factor activity                                                                                ['Prox1', 'Sox2', 'Mef2c', 'Nr2f1', 'Klf6', 'Nfil3', 'Jdp2', 'Hivep2', 'Mycn', 'Mef2a']
GO:0005543      phospholipid binding                                                                                                     ['Arhgap26', 'Carmil2']                 
GO:0016491      oxidoreductase activity                                                                                                  ['Cyp46a1', 'Far2', 'Mthfd2', 'Cyb561', 'Hsd17b7', 'Srd5a1', 'Gsr', 'Me1']
GO:0005694      chromosome                                                                                                               ['Dynlt3']                              
GO:0045665      negative regulation of neuron differentiation                                                                            ['Sox2', 'Dixdc1']                      
GO:0098691      dopaminergic synapse                                                                                                     ['Slc18a2']                             
GO:0099538      synaptic signaling via neuropeptide                                                                                      ['Vgf']                                 
GO:0015293      symporter activity                                                                                                       ['Slc6a7']                              
GO:0003674      molecular_function                                                                                                       ['Gm8773', 'Sertm1', 'Galnt17', 'Galnt9', 'Stum', 'Ankrd40', 'Fam131b', 'Klhl29', 'Fam189a1', 'Iffo2', 'Diras2', 'Ankrd45', 'Tstd3', 'Pqlc1', 'Tbc1d19', 'Brinp1', 'Fam102b', 'Tmem87b', 'Gdap2', 'Fam189b', 'Faap100', '2310009B15Rik', 'Dram2', 'Wdr7', 'Ssr2']
GO:0035584      calcium-mediated signaling using intracellular calcium source                                                            ['Homer2']                              
GO:0071526      semaphorin-plexin signaling pathway                                                                                      ['Plxna2']                              
GO:1903392      negative regulation of adherens junction organization                                                                    ['Vegfa']                               
R-MMU-198725    Nuclear Events (kinase and transcription factor activation)                                                              ['Dusp6', 'Sgk1', 'Mapk3']              
GO:0000981      DNA-binding transcription factor activity, RNA polymerase II-specific                                                    ['Prox1', 'Sox2', 'Zfp423', 'Mef2c', 'Nr2f1', 'Klf6', 'Jdp2', 'Hivep2', 'Mycn', 'Mef2a']
GO:0043200      response to amino acid                                                                                                   ['Glra2']                               
GO:0001657      ureteric bud development                                                                                                 ['Vcan']                                
GO:0033080      immature T cell proliferation in thymus                                                                                  ['Wnt4']                                
GO:0045185      maintenance of protein location                                                                                          ['Pex2']                                
GO:0001736      establishment of planar polarity                                                                                         ['Vangl1']                              
GO:0043932      ossification involved in bone remodeling                                                                                 ['Cthrc1']                              
R-MMU-191273    Cholesterol biosynthesis                                                                                                 ['Hsd17b7']                             
R-MMU-112409    RAF-independent MAPK1/3 activation                                                                                       ['Dusp6', 'Mapk3']                      
GO:0006707      cholesterol catabolic process                                                                                            ['Cyp46a1']                             
GO:0001541      ovarian follicle development                                                                                             ['Kitl', 'Vgf', 'Vegfa']                
GO:0043195      terminal bouton                                                                                                          ['Slc18a2', 'Grik3']                    
GO:0002903      negative regulation of B cell apoptotic process                                                                          ['Irs2']                                
GO:0031115      negative regulation of microtubule polymerization                                                                        ['Sgk1']                                
GO:0043586      tongue development                                                                                                       ['Sox2']                                
GO:0043679      axon terminus                                                                                                            ['Slc18a2', 'Dixdc1']                   
GO:0050661      NADP binding                                                                                                             ['Gsr', 'Me1']                          
GO:1904019      epithelial cell apoptotic process                                                                                        ['Usp53']                               
R-MMU-4608870   Asymmetric localization of PCP proteins                                                                                  ['Fzd10']                               
GO:1901293      nucleoside phosphate biosynthetic process                                                                                ['Dck']                                 
GO:0005856      cytoskeleton                                                                                                             ['Nexn', 'Kitl', 'Nefh', 'Rflnb', 'Arhgap26', 'Fign', 'Tppp3', 'Epb41l4b', 'Ift57', 'Nefm', 'Pkp4', 'Epb41l2', 'Acot13', 'Carmil2', 'Plekha7', 'Ndrg1', 'Zyx', 'Nsmf', 'Wdr1', 'Dynlt3', 'Mapk3', 'Cdkl5', 'Dixdc1', 'Ablim1']
R-MMU-1296041   Activation of G protein gated Potassium channels                                                                         ['Kcnj6']                               
R-MMU-9675108   Nervous system development                                                                                               ['Epha3', 'Plxna2', 'Irs2', 'Vav3', 'Mapk3', 'Gpc1']
GO:0001829      trophectodermal cell differentiation                                                                                     ['Sox2']                                
GO:0042584      chromaffin granule membrane                                                                                              ['Cyb561']                              
GO:0008376      acetylgalactosaminyltransferase activity                                                                                 ['B4galnt1']                            
GO:0098800      inner mitochondrial membrane protein complex                                                                             ['Mcu']                                 
R-MMU-991365    Activation of GABAB receptors                                                                                            ['Kcnj6', 'Adcy1']                      
GO:0051549      positive regulation of keratinocyte migration                                                                            ['Epb41l4b']                            
GO:0048872      homeostasis of number of cells                                                                                           ['Carmil2']                             
R-MMU-114608    Platelet degranulation                                                                                                   ['Tgfb2', 'Phactr2', 'Vegfa', 'Pdgfa', 'Timp3', 'Wdr1']
GO:0006790      sulfur compound metabolic process                                                                                        ['Chst1', 'Chst2']                      
GO:0015297      antiporter activity                                                                                                      ['Ucp2', 'Slc7a5', 'Sat1']              
R-MMU-9035034   RHOF GTPase cycle                                                                                                        ['Vangl1']                              
GO:0099505      regulation of presynaptic membrane potential                                                                             ['Kcnj6']                               
GO:0060999      positive regulation of dendritic spine development                                                                       ['Cdkl5']                               
GO:0050673      epithelial cell proliferation                                                                                            ['Vegfa', 'Mycn']                       
GO:0043567      regulation of insulin-like growth factor receptor signaling pathway                                                      ['Igfbp4']                              
GO:1900182      positive regulation of protein localization to nucleus                                                                   ['Tgfb2']                               
R-MMU-167044    Signalling to RAS                                                                                                        ['Mapk3']                               
R-MMU-9027284   Erythropoietin activates RAS                                                                                             ['Irs2']                                
GO:0006813      potassium ion transport                                                                                                  ['Kcnj6', 'Kcnq4', 'Kcnq3']             
R-MMU-3214841   PKMTs methylate histone lysines                                                                                          ['Smyd2']                               
GO:0031429      box H/ACA snoRNP complex                                                                                                 ['Nhp2']                                
R-MMU-446193    Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein    ['St6gal2']                             
GO:0032623      interleukin-2 production                                                                                                 ['Cd83']                                
GO:0032703      negative regulation of interleukin-2 production                                                                          ['Homer2']                              
R-MMU-382551    Transport of small molecules                                                                                             ['Slc18a2', 'Slc7a8', 'Sgk1', 'Fkbp1b', 'Slc6a7', 'Slc7a5', 'Atp2c1', 'Sat1', 'Mcu']
GO:0047023      androsterone dehydrogenase activity                                                                                      ['Akr1c19']                             
GO:0034141      positive regulation of toll-like receptor 3 signaling pathway                                                            ['Trim3']                               
GO:0005178      integrin binding                                                                                                         ['Thy1']                                
GO:0140575      transmembrane monodehydroascorbate reductase activity                                                                    ['Cyb561']                              
GO:0045111      intermediate filament cytoskeleton                                                                                       ['Nefm', 'Carmil2']                     
R-MMU-111465    Apoptotic cleavage of cellular proteins                                                                                  ['Lmna']                                
R-MMU-4419969   Depolymerisation of the Nuclear Lamina                                                                                   ['Lmna']                                
GO:0034976      response to endoplasmic reticulum stress                                                                                 ['Nrbf2']                               
GO:0019531      oxalate transmembrane transporter activity                                                                               ['Sat1']                                
GO:0007156      homophilic cell adhesion via plasma membrane adhesion molecules                                                          ['Nexn', 'Cntn6']                       
GO:0006188      IMP biosynthetic process                                                                                                 ['Atic']                                
GO:0044248      cellular catabolic process                                                                                               ['Timp3']                               
GO:0140999      histone H3K4 trimethyltransferase activity                                                                               ['Smyd2']                               
R-MMU-352238    Breakdown of the nuclear lamina                                                                                          ['Lmna']                                
GO:0002552      serotonin secretion by mast cell                                                                                         ['Slc18a2']                             
R-MMU-69656     Cyclin A:Cdk2-associated events at S phase entry                                                                         ['Cks1b']                               
GO:0046580      negative regulation of Ras protein signal transduction                                                                   ['Tgfb2', 'Syngap1', 'Lztr1']           
GO:0005507      copper ion binding                                                                                                       ['Gpc1']                                
R-MMU-5358351   Signaling by Hedgehog                                                                                                    ['Ift57', 'Adcy1']                      
GO:0018193      peptidyl-amino acid modification                                                                                         ['Zdhhc2']                              
GO:0099523      presynaptic cytosol                                                                                                      ['Prkcg']                               
GO:0008286      insulin receptor signaling pathway                                                                                       ['Irs2', 'Mapk3']                       
GO:0031647      regulation of protein stability                                                                                          ['Lmna', 'Tada3']                       
GO:1900825      regulation of membrane depolarization during cardiac muscle cell action potential                                        ['Rangrf']                              
R-MMU-373076    Class A/1 (Rhodopsin-like receptors)                                                                                     ['Htr1b', 'Ssr2']                       
GO:0048713      regulation of oligodendrocyte differentiation                                                                            ['Wdr1']                                
GO:1905460      negative regulation of vascular associated smooth muscle cell apoptotic process                                          ['Slc7a5']                              
GO:0050775      positive regulation of dendrite morphogenesis                                                                            ['Sgk1', 'Cdkl5']                       
GO:0010815      bradykinin catabolic process                                                                                             ['Xpnpep1']                             
R-MMU-3928665   EPH-ephrin mediated repulsion of cells                                                                                   ['Epha3', 'Vav3']                       
GO:0006493      protein O-linked glycosylation                                                                                           ['Galnt17', 'Galnt9']                   
GO:0150076      neuroinflammatory response                                                                                               ['Adcy1']                               
GO:0005052      peroxisome matrix targeting signal-1 binding                                                                             ['Pex2']                                
GO:0048568      embryonic organ development                                                                                              ['Sox2', 'Hsd17b7']                     
GO:0032527      protein exit from endoplasmic reticulum                                                                                  ['Rangrf']                              
GO:1901727      positive regulation of histone deacetylase activity                                                                      ['Vegfa']                               
GO:0030513      positive regulation of BMP signaling pathway                                                                             ['Zfp423']                              
GO:0007276      gamete generation                                                                                                        ['Wnt4']                                
R-MMU-74713     IRS activation                                                                                                           ['Irs2']                                
GO:0005160      transforming growth factor beta receptor binding                                                                         ['Tgfb2']                               
GO:0019935      cyclic-nucleotide-mediated signaling                                                                                     ['Htr1b']                               
GO:0033026      negative regulation of mast cell apoptotic process                                                                       ['Kitl']                                
GO:2000573      positive regulation of DNA biosynthetic process                                                                          ['Vegfa']                               
GO:0071456      cellular response to hypoxia                                                                                             ['Vegfa']                               
GO:0006516      glycoprotein catabolic process                                                                                           ['Edem3']                               
GO:0006091      generation of precursor metabolites and energy                                                                           ['Vgf']                                 
GO:0016073      snRNA metabolic process                                                                                                  ['Nhp2']                                
GO:0048495      Roundabout binding                                                                                                       ['Rtn4rl1']                             
GO:0006366      transcription by RNA polymerase II                                                                                       ['Prox1', 'Zfp423', 'Mef2c', 'Nr2f1', 'Klf6', 'Atxn1', 'Nfil3', 'Jdp2', 'Hivep2', 'Mycn', 'Taf13', 'Ablim1', 'Tada3', 'Mef2a']
GO:0008514      organic anion transmembrane transporter activity                                                                         ['Slc6a7', 'Sat1']                      
GO:0043025      neuronal cell body                                                                                                       ['Slc18a2', 'Nefh', 'Tgfb2', 'Vgf', 'Kndc1', 'Gdpd5', 'Srd5a1', 'Brinp1', 'Homer2', 'Kcnq3', 'Gpc1', 'Dixdc1', 'Pde10a']
GO:0035542      regulation of SNARE complex assembly                                                                                     ['Stxbp6']                              
GO:0032869      cellular response to insulin stimulus                                                                                    ['Sgk1', 'Irs2']                        
GO:1904178      negative regulation of adipose tissue development                                                                        ['Lmna']                                
GO:0043278      response to morphine                                                                                                     ['Prkcg']                               
GO:0010634      positive regulation of epithelial cell migration                                                                         ['Tgfb2', 'Irs2']                       
GO:0033781      cholesterol 24-hydroxylase activity                                                                                      ['Cyp46a1']                             
GO:0043149      stress fiber assembly                                                                                                    ['Zyx']                                 
GO:0030890      positive regulation of B cell proliferation                                                                              ['Mef2c', 'Irs2', 'Vav3']               
GO:0042908      xenobiotic transport                                                                                                     ['Slc18a2', 'Slc7a5']                   
GO:0045839      negative regulation of mitotic nuclear division                                                                          ['Nme6']                                
GO:0060319      primitive erythrocyte differentiation                                                                                    ['Vegfa']                               
GO:0060119      inner ear receptor cell development                                                                                      ['Fzd10']                               
R-MMU-2559582   Senescence-Associated Secretory Phenotype (SASP)                                                                         ['Mapk3']                               
GO:0032740      positive regulation of interleukin-17 production                                                                         ['Slc7a5']                              
GO:0038089      positive regulation of cell migration by vascular endothelial growth factor signaling pathway                            ['Vegfa']                               
GO:1904556      L-tryptophan transmembrane transport                                                                                     ['Slc7a5']                              
GO:0017124      SH3 domain binding                                                                                                       ['Syngap1']                             
GO:0048705      skeletal system morphogenesis                                                                                            ['Rflnb']                               
GO:2000811      negative regulation of anoikis                                                                                           ['Tle1']                                
GO:0030426      growth cone                                                                                                              ['Crtac1', 'Thy1']                      
GO:0006171      cAMP biosynthetic process                                                                                                ['Adcy1']                               
R-MMU-73776     RNA Polymerase II Promoter Escape                                                                                        ['Taf13']                               
GO:0006309      apoptotic DNA fragmentation                                                                                              ['Exog']                                
GO:0090170      regulation of Golgi inheritance                                                                                          ['Mapk3']                               
GO:0051094      positive regulation of developmental process                                                                             ['Vegfa']                               
GO:0098590      plasma membrane region                                                                                                   ['Nexn', 'Slc18a2', 'Htr1b', 'Epha3', 'Ift57', 'Nefm', 'Glra2', 'Cntn6', 'Carmil2', 'Rgs7bp', 'Tenm4', 'Homer2', 'Kcnq3', 'Ssr2']
GO:0016746      acyltransferase activity                                                                                                 ['Zdhhc2', 'Sat1', 'Hgsnat']            
GO:0019900      kinase binding                                                                                                           ['Mycn']                                
R-MMU-6783310   Fanconi Anemia Pathway                                                                                                   ['Faap100']                             
GO:0010894      negative regulation of steroid biosynthetic process                                                                      ['Wnt4']                                
R-MMU-5633007   Regulation of TP53 Activity                                                                                              ['Sgk1', 'Smyd2', 'Taf13']              
GO:0042393      histone binding                                                                                                          ['Cks1b']                               
GO:0010880      regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum                                  ['Fkbp1b']                              
GO:0035335      peptidyl-tyrosine dephosphorylation                                                                                      ['Dusp6']                               
GO:0016311      dephosphorylation                                                                                                        ['Dusp6']                               
R-MMU-1640170   Cell Cycle                                                                                                               ['Lmna', 'Nhp2', 'Cks1b', 'Mapk3']      
GO:0042176      regulation of protein catabolic process                                                                                  ['Zdhhc2']                              
GO:0038030      non-canonical Wnt signaling pathway via MAPK cascade                                                                     ['Wnt4']                                
GO:0003824      catalytic activity                                                                                                       ['Mthfd2', 'Atic', 'Eci2', 'Abhd8', 'Pde10a']
GO:0008344      adult locomotory behavior                                                                                                ['Atxn1']                               
GO:0006710      androgen catabolic process                                                                                               ['Srd5a1']                              
GO:0051495      positive regulation of cytoskeleton organization                                                                         ['Wdr1']                                
GO:0033693      neurofilament bundle assembly                                                                                            ['Nefh', 'Nefm']                        
GO:1902807      negative regulation of cell cycle G1/S phase transition                                                                  ['Sox2']                                
GO:0005604      basement membrane                                                                                                        ['Tgfb2', 'Vegfa', 'Timp3']             
GO:0070237      positive regulation of activation-induced cell death of T cells                                                          ['Tgfb2']                               
GO:0004643      phosphoribosylaminoimidazolecarboxamide formyltransferase activity                                                       ['Atic']                                
GO:1902745      positive regulation of lamellipodium organization                                                                        ['Carmil2']                             
GO:0043231      intracellular membrane-bounded organelle                                                                                 ['Synpo2', 'Slc18a2', 'Sertm1', 'Vgf', 'Glra2', 'Sorcs2', 'Cyp46a1', 'Mef2c', 'Slc7a5', 'Klf6', 'Srd5a1', 'Eci2', 'Osbpl11', 'Dram2']
GO:0030183      B cell differentiation                                                                                                   ['Tpd52']                               
GO:0008654      phospholipid biosynthetic process                                                                                        ['Cds1']                                
GO:0003676      nucleic acid binding                                                                                                     ['Zmat1', 'Zmat4', 'Exog', 'Aen']       
GO:0060025      regulation of synaptic activity                                                                                          ['Mef2c']                               
R-MMU-2424491   DAP12 signaling                                                                                                          ['Vav3']                                
GO:0040008      regulation of growth                                                                                                     ['Dusp6', 'Igfbp4', 'Vegfa']            
R-MMU-156580    Phase II - Conjugation of compounds                                                                                      ['Sat1']                                
GO:0120163      negative regulation of cold-induced thermogenesis                                                                        ['Zfp423', 'Acot13']                    
R-MMU-68875     Mitotic Prophase                                                                                                         ['Lmna', 'Mapk3']                       
R-MMU-168179    Toll Like Receptor TLR1:TLR2 Cascade                                                                                     ['Dusp6', 'Mapk3']                      
GO:0032793      positive regulation of CREB transcription factor activity                                                                ['Vegfa', 'Adcy1']                      
R-MMU-1295596   Spry regulation of FGF signaling                                                                                         ['Mapk3']                               
GO:0002020      protease binding                                                                                                         ['Timp3']                               
GO:0072584      caveolin-mediated endocytosis                                                                                            ['Mapk3']                               
GO:1901978      positive regulation of cell cycle checkpoint                                                                             ['Prox1']                               
GO:0007413      axonal fasciculation                                                                                                     ['Crtac1']                              
GO:0031005      filamin binding                                                                                                          ['Synpo2', 'Rflnb']                     
GO:0051092      positive regulation of NF-kappaB transcription factor activity                                                           ['Prkch']                               
GO:0032091      negative regulation of protein binding                                                                                   ['Dnajb2']                              
GO:0060047      heart contraction                                                                                                        ['Rangrf']                              
GO:0030866      cortical actin cytoskeleton organization                                                                                 ['Epb41l2']                             
GO:0015248      sterol transporter activity                                                                                              ['Osbpl11']                             
GO:0097314      apoptosome assembly                                                                                                      ['Kcnq3']                               
GO:0019538      protein metabolic process                                                                                                ['Prep']                                
GO:0030425      dendrite                                                                                                                 ['Slc18a2', 'Htr1b', 'Epha3', 'Grik3', 'Kcnj6', 'Thy1', 'Cyp46a1', 'Kndc1', 'Prkcg', 'Nsmf', 'Brinp1', 'Homer2', 'Kcnq3', 'Pex2']
GO:0050692      DNA binding domain binding                                                                                               ['Prox1']                               
GO:0015190      L-leucine transmembrane transporter activity                                                                             ['Slc7a8', 'Slc7a5']                    
GO:0030279      negative regulation of ossification                                                                                      ['Mef2c']                               
GO:0061099      negative regulation of protein tyrosine kinase activity                                                                  ['Thy1']                                
GO:1902494      catalytic complex                                                                                                        ['Nhp2']                                
GO:0061430      bone trabecula morphogenesis                                                                                             ['Vegfa']                               
GO:0045444      fat cell differentiation                                                                                                 ['Jdp2', 'Osbpl11']                     
GO:0060039      pericardium development                                                                                                  ['Ccm2']                                
GO:0004470      malic enzyme activity                                                                                                    ['Me1']                                 
GO:1990665      AnxA2-p11 complex                                                                                                        ['S100a10']                             
GO:0016757      glycosyltransferase activity                                                                                             ['Galnt17', 'Mgat4a', 'St6gal2', 'Extl3', 'B4galnt1']
GO:0048712      negative regulation of astrocyte differentiation                                                                         ['Mycn']                                
GO:0030334      regulation of cell migration                                                                                             ['Nexn', 'Epha3', 'Plxna2', 'Lmna']     
GO:0030863      cortical cytoskeleton                                                                                                    ['Nsmf']                                
GO:0060297      regulation of sarcomere organization                                                                                     ['Mef2c']                               
GO:0016485      protein processing                                                                                                       ['Prep']                                
R-MMU-1433559   Regulation of KIT signaling                                                                                              ['Kitl']                                
GO:0043197      dendritic spine                                                                                                          ['Nsmf']                                
GO:0048666      neuron development                                                                                                       ['Tgfb2', 'Mef2c', 'Vegfa', 'Hs6st1', 'Tenm4']
GO:0007189      adenylate cyclase-activating G protein-coupled receptor signaling pathway                                                ['Gpr26', 'Adcy1']                      
GO:0045505      dynein intermediate chain binding                                                                                        ['Dynlt3']                              
GO:0001935      endothelial cell proliferation                                                                                           ['Vegfa']                               
GO:0010975      regulation of neuron projection development                                                                              ['Ntng1']                               
GO:0034046      poly(G) binding                                                                                                          ['Atxn1']                               
GO:0006703      estrogen biosynthetic process                                                                                            ['Hsd17b7']                             
