Molecular/Biological/Cellular Ontology Terms: 

GO:0043565      sequence-specific DNA binding                                                                                            ['Pou3f1', 'Sox6', 'Junb', 'Fos', 'Rorb', 'Klf4', 'Lef1', 'Sp5', 'Bcl11b', 'Pou3f4']
GO:0036342      post-anal tail morphogenesis                                                                                             ['Sp5']                                 
GO:0016757      glycosyltransferase activity                                                                                             ['Mgat4c', 'Dpy19l1']                   
GO:0048712      negative regulation of astrocyte differentiation                                                                         ['Nog']                                 
GO:0030334      regulation of cell migration                                                                                             ['Dock10']                              
GO:0052689      carboxylic ester hydrolase activity                                                                                      ['Mgll']                                
GO:0016485      protein processing                                                                                                       ['Spon1']                               
R-MMU-1433559   Regulation of KIT signaling                                                                                              ['Kitl']                                
GO:0001921      positive regulation of receptor recycling                                                                                ['Bves']                                
GO:0043197      dendritic spine                                                                                                          ['Dock10', 'Ptprz1']                    
GO:0048666      neuron development                                                                                                       ['Gabra5']                              
GO:0007189      adenylate cyclase-activating G protein-coupled receptor signaling pathway                                                ['Adra2a']                              
GO:0048821      erythrocyte development                                                                                                  ['Sox6']                                
GO:0031256      leading edge membrane                                                                                                    ['Gabra4', 'Gabra5']                    
GO:0001656      metanephros development                                                                                                  ['Irx3']                                
R-MMU-449147    Signaling by Interleukins                                                                                                ['Fos', 'Ptprz1']                       
GO:1900149      positive regulation of Schwann cell migration                                                                            ['Ptprz1']                              
R-MMU-5684996   MAPK1/MAPK3 signaling                                                                                                    ['Kitl', 'Gfra1', 'Dusp1']              
GO:0016459      myosin complex                                                                                                           ['Myo1b']                               
GO:0071499      cellular response to laminar fluid shear stress                                                                          ['Klf4']                                
GO:0004888      transmembrane signaling receptor activity                                                                                ['Gabra4', 'Gabra5']                    
GO:0000165      MAPK cascade                                                                                                             ['Dok4']                                
GO:0030516      regulation of axon extension                                                                                             ['Mgll']                                
GO:0030154      cell differentiation                                                                                                     ['Cpne9', 'Nog', 'Sox6', 'Npnt', 'Junb', 'Sept2', 'Syne1', 'Thsd7a']
GO:0031253      cell projection membrane                                                                                                 ['Bves', 'Gabra4', 'Gabra5']            
GO:0007399      nervous system development                                                                                               ['Dscaml1', 'Islr2', 'Gfra1', 'Fos', 'Dok4', 'Btbd3']
GO:0006520      cellular amino acid metabolic process                                                                                    ['Fars2']                               
GO:0005770      late endosome                                                                                                            ['Mfsd12']                              
GO:0001705      ectoderm formation                                                                                                       ['Dusp1']                               
GO:0090181      regulation of cholesterol metabolic process                                                                              ['Acadl']                               
R-MMU-201681    TCF dependent signaling in response to WNT                                                                               ['Dkk2', 'Sox6', 'Lef1']                
R-MMU-3769402   Deactivation of the beta-catenin transactivating complex                                                                 ['Sox6', 'Lef1']                        
GO:1901701      cellular response to oxygen-containing compound                                                                          ['Lypd1']                               
GO:0072086      specification of loop of Henle identity                                                                                  ['Irx3']                                
R-MMU-420499    Class C/3 (Metabotropic glutamate/pheromone receptors)                                                                   ['Grm7']                                
GO:0043005      neuron projection                                                                                                        ['Rap1gap2', 'Gabra4', 'Bcl11b', 'Gabra5', 'Cacna1h']
GO:0001819      positive regulation of cytokine production                                                                               ['Adra2a']                              
GO:0001942      hair follicle development                                                                                                ['Mfsd12']                              
R-MMU-983168    Antigen processing: Ubiquitination & Proteasome degradation                                                              ['Hecw2']                               
GO:0042305      specification of segmental identity, mandibular segment                                                                  ['Nog']                                 
GO:0045907      positive regulation of vasoconstriction                                                                                  ['Mgll']                                
GO:0140939      histone H4 methyltransferase activity                                                                                    ['Prmt8']                               
GO:0060325      face morphogenesis                                                                                                       ['Nog', 'Lef1']                         
GO:2000113      negative regulation of cellular macromolecule biosynthetic process                                                       ['Itm2a']                               
GO:0001953      negative regulation of cell-matrix adhesion                                                                              ['Ajap1']                               
GO:0005773      vacuole                                                                                                                  ['Itm2a', 'Wfs1', 'Sept2', 'Dpy19l1']   
GO:0005575      cellular_component                                                                                                       ['Cfap77', 'Pdzrn4', 'Pcp4l1', 'Srbd1'] 
GO:0030901      midbrain development                                                                                                     ['Barhl1']                              
GO:0007417      central nervous system development                                                                                       ['Nog', 'Gabra4', 'Sox6']               
GO:1902692      regulation of neuroblast proliferation                                                                                   ['Fam19a1']                             
GO:0007196      adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway                                      ['Grm7']                                
GO:1901216      positive regulation of neuron death                                                                                      ['Ptprz1']                              
GO:0048662      negative regulation of smooth muscle cell proliferation                                                                  ['Klf4']                                
GO:0030550      acetylcholine receptor inhibitor activity                                                                                ['Lypd1']                               
R-MMU-450282    MAPK targets/ Nuclear events mediated by MAP kinases                                                                     ['Fos']                                 
R-MMU-201722    Formation of the beta-catenin:TCF transactivating complex                                                                ['Lef1']                                
GO:0016616      oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor                                    ['Kcnab1']                              
GO:0048019      receptor antagonist activity                                                                                             ['Dkk2', 'Dkk3']                        
GO:0010172      embryonic body morphogenesis                                                                                             ['Mab21l2']                             
R-MMU-8948216   Collagen chain trimerization                                                                                             ['Col26a1']                             
GO:0009986      cell surface                                                                                                             ['Hhip', 'Dscaml1', 'Islr2', 'Vldlr', 'Sept2', 'Pam', 'Ajap1', 'Grm7']
R-MMU-383280    Nuclear Receptor transcription pathway                                                                                   ['Rorb']                                
GO:0030229      very-low-density lipoprotein particle receptor activity                                                                  ['Vldlr']                               
GO:0097431      mitotic spindle pole                                                                                                     ['Ttc28']                               
GO:0061179      negative regulation of insulin secretion involved in cellular response to glucose stimulus                               ['Adra2a']                              
GO:0061630      ubiquitin protein ligase activity                                                                                        ['Hecw2']                               
GO:0034436      glycoprotein transport                                                                                                   ['Vldlr']                               
GO:0001756      somitogenesis                                                                                                            ['Lef1']                                
GO:0016298      lipase activity                                                                                                          ['Mgll']                                
GO:0050853      B cell receptor signaling pathway                                                                                        ['Rftn1']                               
GO:0097324      melanocyte migration                                                                                                     ['Kitl']                                
GO:0051402      neuron apoptotic process                                                                                                 ['Barhl1']                              
GO:0071560      cellular response to transforming growth factor beta stimulus                                                            ['Sox6']                                
GO:0030548      acetylcholine receptor regulator activity                                                                                ['Lypd1']                               
GO:0021510      spinal cord development                                                                                                  ['Nog']                                 
GO:0030176      integral component of endoplasmic reticulum membrane                                                                     ['Wfs1']                                
GO:0035094      response to nicotine                                                                                                     ['Lypd1']                               
GO:0001649      osteoblast differentiation                                                                                               ['Nog', 'Junb']                         
GO:0005096      GTPase activator activity                                                                                                ['Rap1gap2']                            
R-MMU-450294    MAP kinase activation                                                                                                    ['Fos']                                 
GO:0010008      endosome membrane                                                                                                        ['Myo1b']                               
GO:0060326      cell chemotaxis                                                                                                          ['Lef1']                                
GO:2001054      negative regulation of mesenchymal cell apoptotic process                                                                ['Pou3f4']                              
GO:0071353      cellular response to interleukin-4                                                                                       ['Lef1']                                
GO:0008150      biological_process                                                                                                       ['Cfap77', 'Pcp4l1', 'Fam49a']          
GO:0044092      negative regulation of molecular function                                                                                ['Kcnab1', 'Hecw2']                     
R-MMU-418594    G alpha (i) signalling events                                                                                            ['Adra2a', 'Grm7']                      
GO:0045429      positive regulation of nitric oxide biosynthetic process                                                                 ['Klf4']                                
GO:0000902      cell morphogenesis                                                                                                       ['Cdh7', 'Sox6']                        
GO:0005615      extracellular space                                                                                                      ['Kitl', 'Itm2a', 'Dkk2', 'Gfra1', 'Nog', 'Dkk3', 'Igfbpl1', 'Vldlr', 'Sp5', 'Fam19a1', 'Pam', 'Ptprz1']
GO:0032391      photoreceptor connecting cilium                                                                                          ['Sept2']                               
GO:0050884      neuromuscular process controlling posture                                                                                ['Adarb1']                              
GO:0007179      transforming growth factor beta receptor signaling pathway                                                               ['Npnt', 'Fos']                         
R-MMU-9006925   Intracellular signaling by second messengers                                                                             ['Kitl']                                
GO:0006631      fatty acid metabolic process                                                                                             ['Mgll', 'Acadl']                       
R-MMU-8978868   Fatty acid metabolism                                                                                                    ['Acadl']                               
GO:0060394      negative regulation of pathway-restricted SMAD protein phosphorylation                                                   ['Nog']                                 
GO:0006892      post-Golgi vesicle-mediated transport                                                                                    ['Myo1b']                               
GO:0004725      protein tyrosine phosphatase activity                                                                                    ['Dusp1', 'Ptprz1']                     
GO:0007605      sensory perception of sound                                                                                              ['Barhl1', 'Wfs1', 'Pou3f4', 'Grm7']    
GO:0006468      protein phosphorylation                                                                                                  ['Prrt1', 'Sik3']                       
GO:2000026      regulation of multicellular organismal development                                                                       ['Sox6']                                
GO:0035249      synaptic transmission, glutamatergic                                                                                     ['Grm7']                                
GO:0006811      monoatomic ion transport                                                                                                 ['Gabra4', 'Kcnab1', 'Gabra5', 'Cacna1h']
R-MMU-168181    Toll Like Receptor 7/8 (TLR7/8) Cascade                                                                                  ['Fos']                                 
GO:0010954      positive regulation of protein processing                                                                                ['Spon1']                               
R-MMU-174824    Plasma lipoprotein assembly, remodeling, and clearance                                                                   ['Vldlr']                               
R-MMU-199418    Negative regulation of the PI3K/AKT network                                                                              ['Kitl']                                
GO:0005759      mitochondrial matrix                                                                                                     ['Acadl']                               
GO:0007507      heart development                                                                                                        ['Bves']                                
GO:0005516      calmodulin binding                                                                                                       ['Wfs1', 'Grm7', 'Myo1b']               
GO:0005865      striated muscle thin filament                                                                                            ['Fhod3']                               
R-MMU-975576    N-glycan antennae elongation in the medial/trans-Golgi                                                                   ['Mgat4c']                              
GO:0000775      chromosome, centromeric region                                                                                           ['Sept2']                               
R-MMU-1500931   Cell-Cell communication                                                                                                  ['Cdh7']                                
GO:0019229      regulation of vasoconstriction                                                                                           ['Adra2a']                              
GO:0005737      cytoplasm                                                                                                                ['Kitl', 'Mgll', 'Adra2a', 'Rap1gap2', 'Acadl', 'Hmcn1', 'Rftn1', 'Eef2kmt', 'Kcnab1', 'Mab21l2', 'Mtus2', 'Sox6', 'Fars2', 'Fos', 'Irx3', 'Klf4', 'Lef1', 'Sp5', 'Dok4', 'Ttc28', 'Dock10', 'Btbd3', 'Hecw2', 'Dusp1', 'Sept2', 'Sik3', 'Adarb1', 'Myo1b', 'Fhod3', 'Syne1']
GO:0005576      extracellular region                                                                                                     ['Hhip', 'Kitl', 'Hmcn1', 'Dkk2', 'Nptx2', 'Nog', 'Col26a1', 'Dkk3', 'Npnt', 'Igfbpl1', 'Sp5', 'Fam19a1', 'Spon1', 'Pam', 'Thsd7a', 'Ptprz1']
GO:0030027      lamellipodium                                                                                                            ['Kitl', 'Ptprz1']                      
GO:0060040      retinal bipolar neuron differentiation                                                                                   ['Irx5']                                
GO:0070447      positive regulation of oligodendrocyte progenitor proliferation                                                          ['Nog']                                 
GO:0021618      hypoglossal nerve morphogenesis                                                                                          ['Adarb1']                              
GO:0001944      vasculature development                                                                                                  ['Lef1']                                
GO:0035082      axoneme assembly                                                                                                         ['Sept2']                               
GO:0007162      negative regulation of cell adhesion                                                                                     ['Dscaml1', 'Dusp1']                    
GO:1902035      positive regulation of hematopoietic stem cell proliferation                                                             ['Kitl']                                
GO:0005768      endosome                                                                                                                 ['Rftn1', 'Gfra1']                      
R-MMU-8957275   Post-translational protein phosphorylation                                                                               ['Wfs1']                                
GO:1990841      promoter-specific chromatin binding                                                                                      ['Klf4']                                
GO:0006518      peptide metabolic process                                                                                                ['Pam']                                 
GO:0030017      sarcomere                                                                                                                ['Syne1']                               
GO:0042475      odontogenesis of dentin-containing tooth                                                                                 ['Lef1', 'Bcl11b']                      
R-MMU-195253    Degradation of beta-catenin by the destruction complex                                                                   ['Lef1']                                
GO:0005886      plasma membrane                                                                                                          ['Hhip', 'Kitl', 'Bves', 'Adra2a', 'Dscaml1', 'Itm2a', 'Rap1gap2', 'Cpne9', 'Cdh7', 'Islr2', 'Rftn1', 'Cntn3', 'Gfra1', 'Prmt8', 'Gabra4', 'Kcnab1', 'Kctd12', 'Lypd1', 'Vldlr', 'Gabra5', 'Cacna1h', 'Wfs1', 'Sept2', 'Prrt1', 'Pam', 'Ajap1', 'Grm7', 'Dpy19l1', 'Myo1b', 'Thsd7a', 'Ptprz1']
GO:0050682      AF-2 domain binding                                                                                                      ['Zfp653']                              
GO:0099518      vesicle cytoskeletal trafficking                                                                                         ['Myo1b']                               
GO:0010468      regulation of gene expression                                                                                            ['Irx5', 'Sox6', 'Fos', 'Bcl11b']       
GO:0021773      striatal medium spiny neuron differentiation                                                                             ['Bcl11b']                              
R-MMU-168164    Toll Like Receptor 3 (TLR3) Cascade                                                                                      ['Fos']                                 
GO:0000062      fatty-acyl-CoA binding                                                                                                   ['Acadl']                               
GO:0030054      cell junction                                                                                                            ['Bves', 'Hmcn1']                       
GO:0060292      long-term synaptic depression                                                                                            ['Mgll', 'Prrt1']                       
R-MMU-5620912   Anchoring of the basal body to the plasma membrane                                                                       ['Sept2']                               
R-MMU-77286     mitochondrial fatty acid beta-oxidation of saturated fatty acids                                                         ['Acadl']                               
GO:0008138      protein tyrosine/serine/threonine phosphatase activity                                                                   ['Dusp1']                               
GO:0022407      regulation of cell-cell adhesion                                                                                         ['Lef1']                                
GO:0043198      dendritic shaft                                                                                                          ['Grm7']                                
GO:0005769      early endosome                                                                                                           ['Myo1b']                               
GO:0032991      protein-containing complex                                                                                               ['Rftn1', 'Eef2kmt', 'Nog', 'Sept2', 'Grm7']
GO:0097049      motor neuron apoptotic process                                                                                           ['Adarb1']                              
GO:0046983      protein dimerization activity                                                                                            ['Grm7']                                
GO:0019904      protein domain specific binding                                                                                          ['Kcnab1']                              
GO:0007030      Golgi organization                                                                                                       ['Syne1']                               
GO:0001661      conditioned taste aversion                                                                                               ['Grm7']                                
R-MMU-418597    G alpha (z) signalling events                                                                                            ['Adra2a']                              
R-MMU-168138    Toll Like Receptor 9 (TLR9) Cascade                                                                                      ['Fos']                                 
GO:0086010      membrane depolarization during action potential                                                                          ['Cacna1h']                             
R-MMU-446203    Asparagine N-linked glycosylation                                                                                        ['Mgat4c']                              
GO:0000030      mannosyltransferase activity                                                                                             ['Dpy19l1']                             
GO:0097108      hedgehog family protein binding                                                                                          ['Hhip']                                
GO:0006470      protein dephosphorylation                                                                                                ['Dusp1', 'Ptprz1']                     
GO:0016274      protein-arginine N-methyltransferase activity                                                                            ['Prmt8']                               
GO:0060173      limb development                                                                                                         ['Nog']                                 
GO:0002027      regulation of heart rate                                                                                                 ['Bves', 'Irx5']                        
GO:0042311      vasodilation                                                                                                             ['Adra2a']                              
GO:1990869      cellular response to chemokine                                                                                           ['Dusp1']                               
GO:0002062      chondrocyte differentiation                                                                                              ['Sox6']                                
GO:0019226      transmission of nerve impulse                                                                                            ['Grm7']                                
GO:0001662      behavioral fear response                                                                                                 ['Lypd1', 'Gabra5', 'Grm7']             
GO:0017017      MAP kinase tyrosine/serine/threonine phosphatase activity                                                                ['Dusp1']                               
GO:0051146      striated muscle cell differentiation                                                                                     ['Bves']                                
GO:0001640      adenylate cyclase inhibiting G protein-coupled glutamate receptor activity                                               ['Grm7']                                
GO:0005249      voltage-gated potassium channel activity                                                                                 ['Kcnab1']                              
GO:0062023      collagen-containing extracellular matrix                                                                                 ['Hmcn1', 'Npnt', 'Igfbpl1', 'Spon1']   
R-MMU-392023    Adrenaline signalling through Alpha-2 adrenergic receptor                                                                ['Adra2a']                              
GO:0030165      PDZ domain binding                                                                                                       ['Grm7']                                
GO:0046872      metal ion binding                                                                                                        ['Hhip', 'Ebf2', 'Cpne9', 'Cdh7', 'Nptx2', 'Rorb', 'Klf4', 'Sp5', 'Bcl11b', 'Cacna1h', 'Spon1', 'Pam', 'Mgat4c', 'Sik3', 'Adarb1', 'Zfp653']
GO:0021610      facial nerve morphogenesis                                                                                               ['Adarb1']                              
GO:0032147      activation of protein kinase activity                                                                                    ['Adra2a']                              
GO:0040036      regulation of fibroblast growth factor receptor signaling pathway                                                        ['Hhip']                                
GO:0060513      prostatic bud formation                                                                                                  ['Nog']                                 
R-MMU-5617833   Cilium Assembly                                                                                                          ['Sept2']                               
GO:0042127      regulation of cell population proliferation                                                                              ['Junb', 'Klf4', 'Fam19a1']             
GO:0004672      protein kinase activity                                                                                                  ['Sik3']                                
GO:0004504      peptidylglycine monooxygenase activity                                                                                   ['Pam']                                 
GO:0030175      filopodium                                                                                                               ['Kitl', 'Myo1b', 'Ptprz1']             
GO:0004466      long-chain-acyl-CoA dehydrogenase activity                                                                               ['Acadl']                               
GO:0050727      regulation of inflammatory response                                                                                      ['Mgll']                                
GO:0003729      mRNA binding                                                                                                             ['Srbd1']                               
GO:0098742      cell-cell adhesion via plasma-membrane adhesion molecules                                                                ['Cdh7']                                
GO:0006479      protein methylation                                                                                                      ['Prmt8']                               
GO:0061384      heart trabecula morphogenesis                                                                                            ['Nog']                                 
GO:0006351      DNA-templated transcription                                                                                              ['Klf4']                                
GO:0016055      Wnt signaling pathway                                                                                                    ['Dkk2', 'Dkk3', 'Lef1']                
GO:0043547      positive regulation of GTPase activity                                                                                   ['Dock10']                              
GO:0060136      embryonic process involved in female pregnancy                                                                           ['Junb']                                
GO:0009152      purine ribonucleotide biosynthetic process                                                                               ['Papss1']                              
GO:0030177      positive regulation of Wnt signaling pathway                                                                             ['Lef1']                                
GO:0055007      cardiac muscle cell differentiation                                                                                      ['Sox6', 'Fhod3']                       
GO:0031234      extrinsic component of cytoplasmic side of plasma membrane                                                               ['Kcnab1']                              
GO:0032596      protein transport into membrane raft                                                                                     ['Rftn1']                               
GO:0044331      cell-cell adhesion mediated by cadherin                                                                                  ['Cdh7']                                
GO:0008152      metabolic process                                                                                                        ['Pam', 'Papss1']                       
GO:0000977      RNA polymerase II transcription regulatory region sequence-specific DNA binding                                          ['Barhl1', 'Junb', 'Lef1', 'Sp5', 'Pou3f4']
GO:0019933      cAMP-mediated signaling                                                                                                  ['Adra2a']                              
GO:0070262      peptidyl-serine dephosphorylation                                                                                        ['Dusp1']                               
GO:0043066      negative regulation of apoptotic process                                                                                 ['Hhip', 'Kitl', 'Lef1', 'Wfs1', 'Dusp1']
GO:0016042      lipid catabolic process                                                                                                  ['Mgll']                                
GO:0007420      brain development                                                                                                        ['Dscaml1', 'Pou3f1', 'Nog', 'Sox6', 'Pou3f4']
R-MMU-392517    Rap1 signalling                                                                                                          ['Rap1gap2']                            
R-MMU-9006934   Signaling by Receptor Tyrosine Kinases                                                                                   ['Kitl', 'Ptprz1']                      
GO:0007186      G protein-coupled receptor signaling pathway                                                                             ['Adra2a', 'Kctd12', 'Grm7']            
GO:0034765      regulation of monoatomic ion transmembrane transport                                                                     ['Kcnab1', 'Cacna1h']                   
GO:1905349      ciliary transition zone assembly                                                                                         ['Sept2']                               
GO:0051973      positive regulation of telomerase activity                                                                               ['Klf4']                                
GO:0005764      lysosome                                                                                                                 ['Mfsd12']                              
GO:0044387      negative regulation of protein kinase activity by regulation of protein phosphorylation                                  ['Adarb1']                              
GO:0034185      apolipoprotein binding                                                                                                   ['Vldlr']                               
R-MMU-168188    Toll Like Receptor TLR6:TLR2 Cascade                                                                                     ['Fos']                                 
R-MMU-5173105   O-linked glycosylation                                                                                                   ['Spon1', 'Thsd7a']                     
GO:0009953      dorsal/ventral pattern formation                                                                                         ['Hhip', 'Nog']                         
GO:0031641      regulation of myelination                                                                                                ['Ptprz1']                              
GO:0045295      gamma-catenin binding                                                                                                    ['Lef1']                                
GO:2001135      regulation of endocytic recycling                                                                                        ['Bves']                                
GO:0001709      cell fate determination                                                                                                  ['Ebf2']                                
GO:0060041      retina development in camera-type eye                                                                                    ['Rorb']                                
R-MMU-2559580   Oxidative Stress Induced Senescence                                                                                      ['Fos']                                 
GO:0000978      RNA polymerase II cis-regulatory region sequence-specific DNA binding                                                    ['Ebf2', 'Pou3f1', 'Irx5', 'Sox6', 'Junb', 'Fos', 'Irx3', 'Rorb', 'Klf4', 'Lef1', 'Sp5', 'Bcl11b', 'Pou3f4']
GO:0060931      sinoatrial node cell development                                                                                         ['Bves']                                
GO:0002158      osteoclast proliferation                                                                                                 ['Junb']                                
R-MMU-1630316   Glycosaminoglycan metabolism                                                                                             ['Papss1']                              
GO:0032432      actin filament bundle                                                                                                    ['Myo1b']                               
GO:0005876      spindle microtubule                                                                                                      ['Sept2']                               
GO:0090263      positive regulation of canonical Wnt signaling pathway                                                                   ['Dkk2']                                
GO:0060070      canonical Wnt signaling pathway                                                                                          ['Dkk2', 'Dkk3', 'Klf4', 'Lef1']        
GO:0001570      vasculogenesis                                                                                                           ['Junb']                                
GO:0070402      NADPH binding                                                                                                            ['Kcnab1']                              
GO:0098982      GABA-ergic synapse                                                                                                       ['Adra2a', 'Gabra4', 'Gabra5', 'Grm7']  
GO:0051928      positive regulation of calcium ion transport                                                                             ['Wfs1']                                
GO:0015464      acetylcholine receptor activity                                                                                          ['Lypd1']                               
GO:0051044      positive regulation of membrane protein ectodomain proteolysis                                                           ['Adra2a']                              
GO:0034138      toll-like receptor 3 signaling pathway                                                                                   ['Rftn1']                               
GO:0004781      sulfate adenylyltransferase (ATP) activity                                                                               ['Papss1']                              
GO:0003677      DNA binding                                                                                                              ['Barhl1', 'Ebf2', 'Pou3f1', 'Irx5', 'Sox6', 'Junb', 'Fos', 'Irx3', 'Rorb', 'Klf4', 'Lef1', 'Sp5', 'Pou3f4', 'Zfp653']
GO:0043168      anion binding                                                                                                            ['Bves']                                
GO:0044291      cell-cell contact zone                                                                                                   ['Ajap1']                               
GO:0045171      intercellular bridge                                                                                                     ['Mtus2', 'Sept2']                      
GO:0062112      fatty acid primary amide biosynthetic process                                                                            ['Pam']                                 
GO:0030335      positive regulation of cell migration                                                                                    ['Adra2a', 'Lef1', 'Ptprz1']            
